Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2016,1,el Raval,2765,1
2016,1,el Raval,277,2
2016,1,el Raval,75,3
2016,1,el Raval,151,4
2016,1,el Raval,64,5
2016,1,el Raval,87,6
2016,1,el Raval,70,7
2016,1,el Raval,122,8
2016,1,el Raval,103,9
2016,1,el Raval,290,10
2016,1,el Raval,474,11
2016,1,el Raval,56,13
2016,1,el Raval,26,14
2016,1,el Raval,34,15
2016,1,el Raval,19,16
2016,1,el Raval,32,17
2016,1,el Raval,61,18
2016,1,el Raval,15,19
2016,1,el Raval,7,20
2016,1,el Raval,5,21
2016,1,el Raval,..,22
2016,1,el Raval,12,23
2016,1,el Raval,7,24
2016,1,el Raval,12,25
2016,1,el Raval,22,26
2016,1,el Raval,24,27
2016,1,el Raval,8,28
2016,1,el Raval,7,29
2016,1,el Raval,14,30
2016,1,el Raval,59,31
2016,1,el Raval,24,32
2016,1,el Raval,38,33
2016,1,el Raval,8,34
2016,1,el Raval,36,35
2016,1,el Raval,..,36
2016,1,el Raval,16,37
2016,1,el Raval,11,38
2016,1,el Raval,..,39
2016,1,el Raval,7,40
2016,1,el Raval,5,41
2016,1,el Raval,12,43
2016,1,el Raval,9,44
2016,1,el Raval,12,45
2016,1,el Raval,12,46
2016,1,el Raval,..,48
2016,1,el Raval,..,49
2016,1,el Raval,30,50
2016,1,el Raval,19,51
2016,1,el Raval,18,52
2016,1,el Raval,6,53
2016,1,el Raval,..,54
2016,1,el Raval,9,55
2016,1,el Raval,35,57
2016,1,el Raval,..,58
2016,1,el Raval,13,59
2016,1,el Raval,26,60
2016,1,el Raval,29,61
2016,1,el Raval,25,62
2016,1,el Raval,12,63
2016,1,el Raval,65,64
2016,1,el Raval,13,65
2016,1,el Raval,17,66
2016,1,el Raval,11,67
2016,1,el Raval,37,68
2016,1,el Raval,..,69
2016,1,el Raval,50,70
2016,1,el Raval,9,71
2016,1,el Raval,23,72
2016,1,el Raval,19,73
2016,2,el Barri Gòtic,191,1
2016,2,el Barri Gòtic,236,2
2016,2,el Barri Gòtic,46,3
2016,2,el Barri Gòtic,136,4
2016,2,el Barri Gòtic,39,5
2016,2,el Barri Gòtic,25,6
2016,2,el Barri Gòtic,70,7
2016,2,el Barri Gòtic,37,8
2016,2,el Barri Gòtic,34,9
2016,2,el Barri Gòtic,63,10
2016,2,el Barri Gòtic,87,11
2016,2,el Barri Gòtic,16,13
2016,2,el Barri Gòtic,8,14
2016,2,el Barri Gòtic,10,15
2016,2,el Barri Gòtic,10,16
2016,2,el Barri Gòtic,6,17
2016,2,el Barri Gòtic,27,18
2016,2,el Barri Gòtic,19,19
2016,2,el Barri Gòtic,..,21
2016,2,el Barri Gòtic,..,22
2016,2,el Barri Gòtic,13,23
2016,2,el Barri Gòtic,7,24
2016,2,el Barri Gòtic,6,25
2016,2,el Barri Gòtic,12,26
2016,2,el Barri Gòtic,..,27
2016,2,el Barri Gòtic,9,28
2016,2,el Barri Gòtic,..,29
2016,2,el Barri Gòtic,..,30
2016,2,el Barri Gòtic,38,31
2016,2,el Barri Gòtic,19,32
2016,2,el Barri Gòtic,11,33
2016,2,el Barri Gòtic,12,34
2016,2,el Barri Gòtic,13,35
2016,2,el Barri Gòtic,..,36
2016,2,el Barri Gòtic,7,37
2016,2,el Barri Gòtic,..,38
2016,2,el Barri Gòtic,..,39
2016,2,el Barri Gòtic,5,40
