Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2020,1,el Raval,1773,1
2020,1,el Raval,409,2
2020,1,el Raval,71,3
2020,1,el Raval,123,4
2020,1,el Raval,66,5
2020,1,el Raval,102,6
2020,1,el Raval,81,7
2020,1,el Raval,106,8
2020,1,el Raval,122,9
2020,1,el Raval,259,10
2020,1,el Raval,342,11
2020,1,el Raval,9,12
2020,1,el Raval,42,13
2020,1,el Raval,30,14
2020,1,el Raval,58,15
2020,1,el Raval,27,16
2020,1,el Raval,44,17
2020,1,el Raval,94,18
2020,1,el Raval,28,19
2020,1,el Raval,12,20
2020,1,el Raval,..,21
2020,1,el Raval,5,22
2020,1,el Raval,20,23
2020,1,el Raval,..,24
2020,1,el Raval,7,25
2020,1,el Raval,21,26
2020,1,el Raval,29,27
2020,1,el Raval,22,28
2020,1,el Raval,..,29
2020,1,el Raval,16,30
2020,1,el Raval,104,31
2020,1,el Raval,39,32
2020,1,el Raval,28,33
2020,1,el Raval,12,34
2020,1,el Raval,34,35
2020,1,el Raval,6,36
2020,1,el Raval,35,37
2020,1,el Raval,18,38
2020,1,el Raval,9,39
2020,1,el Raval,..,40
2020,1,el Raval,..,41
2020,1,el Raval,..,42
2020,1,el Raval,13,43
2020,1,el Raval,13,44
2020,1,el Raval,28,45
2020,1,el Raval,9,46
2020,1,el Raval,..,47
2020,1,el Raval,9,48
2020,1,el Raval,..,49
2020,1,el Raval,30,50
2020,1,el Raval,9,51
2020,1,el Raval,29,52
2020,1,el Raval,..,53
2020,1,el Raval,..,54
2020,1,el Raval,15,55
2020,1,el Raval,..,56
2020,1,el Raval,15,57
2020,1,el Raval,9,58
2020,1,el Raval,8,59
2020,1,el Raval,26,60
2020,1,el Raval,18,61
2020,1,el Raval,11,62
2020,1,el Raval,15,63
2020,1,el Raval,51,64
2020,1,el Raval,16,65
2020,1,el Raval,24,66
2020,1,el Raval,8,67
2020,1,el Raval,66,68
2020,1,el Raval,..,69
2020,1,el Raval,52,70
2020,1,el Raval,12,71
2020,1,el Raval,16,72
2020,1,el Raval,32,73
2020,2,el Barri Gòtic,306,1
2020,2,el Barri Gòtic,288,2
2020,2,el Barri Gòtic,72,3
2020,2,el Barri Gòtic,129,4
2020,2,el Barri Gòtic,27,5
2020,2,el Barri Gòtic,45,6
2020,2,el Barri Gòtic,77,7
2020,2,el Barri Gòtic,69,8
2020,2,el Barri Gòtic,43,9
2020,2,el Barri Gòtic,49,10
2020,2,el Barri Gòtic,108,11
2020,2,el Barri Gòtic,..,12
2020,2,el Barri Gòtic,8,13
2020,2,el Barri Gòtic,9,14
2020,2,el Barri Gòtic,18,15
2020,2,el Barri Gòtic,11,16
2020,2,el Barri Gòtic,12,17
2020,2,el Barri Gòtic,39,18
2020,2,el Barri Gòtic,8,19
2020,2,el Barri Gòtic,7,20
2020,2,el Barri Gòtic,..,21
2020,2,el Barri Gòtic,6,22
2020,2,el Barri Gòtic,8,23
2020,2,el Barri Gòtic,13,24
2020,2,el Barri Gòtic,..,25
2020,2,el Barri Gòtic,16,26
2020,2,el Barri Gòtic,10,27
2020,2,el Barri Gòtic,10,28
2020,2,el Barri Gòtic,7,29
2020,2,el Barri Gòtic,6,30
2020,2,el Barri Gòtic,59,31
2020,2,el Barri Gòtic,38,32
2020,2,el Barri Gòtic,14,33
2020,2,el Barri Gòtic,8,34
2020,2,el Barri Gòtic,14,35
2020,2,el Barri Gòtic,..,36
2020,2,el Barri Gòtic,18,37
2020,2,el Barri Gòtic,..,38
2020,2,el Barri Gòtic,9,39
2020,2,el Barri Gòtic,..,41
2020,2,el Barri Gòtic,14,43
2020,2,el Barri Gòtic,..,44
