Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2015,4,"Sant Pere, Santa Caterina i la Ribera",9,30
2015,4,"Sant Pere, Santa Caterina i la Ribera",53,31
2015,4,"Sant Pere, Santa Caterina i la Ribera",38,32
2015,4,"Sant Pere, Santa Caterina i la Ribera",20,33
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,34
2015,4,"Sant Pere, Santa Caterina i la Ribera",28,35
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,36
2015,4,"Sant Pere, Santa Caterina i la Ribera",13,37
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,38
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,39
2015,4,"Sant Pere, Santa Caterina i la Ribera",13,43
2015,4,"Sant Pere, Santa Caterina i la Ribera",11,44
2015,4,"Sant Pere, Santa Caterina i la Ribera",17,45
2015,4,"Sant Pere, Santa Caterina i la Ribera",9,46
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,47
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,48
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,49
2015,4,"Sant Pere, Santa Caterina i la Ribera",8,50
2015,4,"Sant Pere, Santa Caterina i la Ribera",7,51
2015,4,"Sant Pere, Santa Caterina i la Ribera",11,52
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,53
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,54
2015,4,"Sant Pere, Santa Caterina i la Ribera",9,55
2015,4,"Sant Pere, Santa Caterina i la Ribera",10,57
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,58
2015,4,"Sant Pere, Santa Caterina i la Ribera",7,59
2015,4,"Sant Pere, Santa Caterina i la Ribera",22,60
2015,4,"Sant Pere, Santa Caterina i la Ribera",15,61
2015,4,"Sant Pere, Santa Caterina i la Ribera",..,62
2015,4,"Sant Pere, Santa Caterina i la Ribera",19,63
2015,4,"Sant Pere, Santa Caterina i la Ribera",26,64
2015,4,"Sant Pere, Santa Caterina i la Ribera",16,65
2015,4,"Sant Pere, Santa Caterina i la Ribera",56,66
2015,4,"Sant Pere, Santa Caterina i la Ribera",22,67
2015,4,"Sant Pere, Santa Caterina i la Ribera",51,68
2015,4,"Sant Pere, Santa Caterina i la Ribera",18,69
2015,4,"Sant Pere, Santa Caterina i la Ribera",19,70
2015,4,"Sant Pere, Santa Caterina i la Ribera",11,71
2015,4,"Sant Pere, Santa Caterina i la Ribera",7,72
2015,4,"Sant Pere, Santa Caterina i la Ribera",8,73
2015,5,el Fort Pienc,59,1
2015,5,el Fort Pienc,26,2
2015,5,el Fort Pienc,25,3
2015,5,el Fort Pienc,49,4
2015,5,el Fort Pienc,450,5
2015,5,el Fort Pienc,165,6
2015,5,el Fort Pienc,133,7
2015,5,el Fort Pienc,43,8
2015,5,el Fort Pienc,66,9
2015,5,el Fort Pienc,40,10
2015,5,el Fort Pienc,49,11
2015,5,el Fort Pienc,7,13
2015,5,el Fort Pienc,6,14
2015,5,el Fort Pienc,18,15
2015,5,el Fort Pienc,6,16
2015,5,el Fort Pienc,17,17
2015,5,el Fort Pienc,29,18
2015,5,el Fort Pienc,13,19
2015,5,el Fort Pienc,12,20
2015,5,el Fort Pienc,20,23
2015,5,el Fort Pienc,14,24
2015,5,el Fort Pienc,14,25
2015,5,el Fort Pienc,13,26
2015,5,el Fort Pienc,23,27
2015,5,el Fort Pienc,9,28
2015,5,el Fort Pienc,..,29
2015,5,el Fort Pienc,12,30
2015,5,el Fort Pienc,37,31
2015,5,el Fort Pienc,36,32
2015,5,el Fort Pienc,34,33
2015,5,el Fort Pienc,8,34
2015,5,el Fort Pienc,36,35
2015,5,el Fort Pienc,6,36
2015,5,el Fort Pienc,9,37
2015,5,el Fort Pienc,5,38
2015,5,el Fort Pienc,..,39
2015,5,el Fort Pienc,..,40
2015,5,el Fort Pienc,..,41
2015,5,el Fort Pienc,7,43
2015,5,el Fort Pienc,14,44
2015,5,el Fort Pienc,15,45
2015,5,el Fort Pienc,5,46
2015,5,el Fort Pienc,..,48
2015,5,el Fort Pienc,..,49
2015,5,el Fort Pienc,8,50
2015,5,el Fort Pienc,..,51
2015,5,el Fort Pienc,13,52
2015,5,el Fort Pienc,..,53
2015,5,el Fort Pienc,..,54
2015,5,el Fort Pienc,8,55
2015,5,el Fort Pienc,..,56
2015,5,el Fort Pienc,5,57
2015,5,el Fort Pienc,..,58
2015,5,el Fort Pienc,9,59
2015,5,el Fort Pienc,33,60
2015,5,el Fort Pienc,17,61
2015,5,el Fort Pienc,20,62
2015,5,el Fort Pienc,18,63
2015,5,el Fort Pienc,64,64
2015,5,el Fort Pienc,59,65
2015,5,el Fort Pienc,41,66
2015,5,el Fort Pienc,22,67
2015,5,el Fort Pienc,30,68
2015,5,el Fort Pienc,17,69
2015,5,el Fort Pienc,20,70
2015,5,el Fort Pienc,31,71
2015,5,el Fort Pienc,12,72
2015,5,el Fort Pienc,6,73
2015,6,la Sagrada Família,96,1
2015,6,la Sagrada Família,27,2
2015,6,la Sagrada Família,20,3
2015,6,la Sagrada Família,31,4
2015,6,la Sagrada Família,138,5
2015,6,la Sagrada Família,846,6
2015,6,la Sagrada Família,117,7
2015,6,la Sagrada Família,49,8
2015,6,la Sagrada Família,84,9
2015,6,la Sagrada Família,66,10
2015,6,la Sagrada Família,38,11
2015,6,la Sagrada Família,..,12
2015,6,la Sagrada Família,18,13
2015,6,la Sagrada Família,6,14
2015,6,la Sagrada Família,21,15
2015,6,la Sagrada Família,..,16
2015,6,la Sagrada Família,30,17
2015,6,la Sagrada Família,37,18
2015,6,la Sagrada Família,35,19
2015,6,la Sagrada Família,12,20
2015,6,la Sagrada Família,..,21
2015,6,la Sagrada Família,..,22
2015,6,la Sagrada Família,23,23
2015,6,la Sagrada Família,9,24
2015,6,la Sagrada Família,23,25
2015,6,la Sagrada Família,36,26
2015,6,la Sagrada Família,32,27
2015,6,la Sagrada Família,16,28
2015,6,la Sagrada Família,7,29
2015,6,la Sagrada Família,10,30
2015,6,la Sagrada Família,99,31
2015,6,la Sagrada Família,183,32
2015,6,la Sagrada Família,144,33
2015,6,la Sagrada Família,25,34
2015,6,la Sagrada Família,113,35
2015,6,la Sagrada Família,10,36
2015,6,la Sagrada Família,40,37
2015,6,la Sagrada Família,10,38
2015,6,la Sagrada Família,12,39
2015,6,la Sagrada Família,7,40
2015,6,la Sagrada Família,..,41
2015,6,la Sagrada Família,29,43
2015,6,la Sagrada Família,22,44
2015,6,la Sagrada Família,41,45
2015,6,la Sagrada Família,19,46
2015,6,la Sagrada Família,8,48
2015,6,la Sagrada Família,..,49
2015,6,la Sagrada Família,14,50
2015,6,la Sagrada Família,7,51
2015,6,la Sagrada Família,28,52
2015,6,la Sagrada Família,..,53
2015,6,la Sagrada Família,..,54
2015,6,la Sagrada Família,6,55
2015,6,la Sagrada Família,8,57
2015,6,la Sagrada Família,13,59
2015,6,la Sagrada Família,35,60
2015,6,la Sagrada Família,40,61
2015,6,la Sagrada Família,20,62
2015,6,la Sagrada Família,51,63
2015,6,la Sagrada Família,235,64
2015,6,la Sagrada Família,68,65
2015,6,la Sagrada Família,18,66
2015,6,la Sagrada Família,6,67
2015,6,la Sagrada Família,37,68
2015,6,la Sagrada Família,18,69
2015,6,la Sagrada Família,20,70
2015,6,la Sagrada Família,20,71
2015,6,la Sagrada Família,41,72
2015,6,la Sagrada Família,19,73
2015,7,la Dreta de l'Eixample,71,1
2015,7,la Dreta de l'Eixample,42,2
2015,7,la Dreta de l'Eixample,28,3
2015,7,la Dreta de l'Eixample,61,4
2015,7,la Dreta de l'Eixample,130,5
2015,7,la Dreta de l'Eixample,149,6
2015,7,la Dreta de l'Eixample,569,7
2015,7,la Dreta de l'Eixample,162,8
2015,7,la Dreta de l'Eixample,82,9
2015,7,la Dreta de l'Eixample,55,10
2015,7,la Dreta de l'Eixample,46,11
2015,7,la Dreta de l'Eixample,10,13
2015,7,la Dreta de l'Eixample,..,14
2015,7,la Dreta de l'Eixample,9,15
2015,7,la Dreta de l'Eixample,16,16
2015,7,la Dreta de l'Eixample,11,17
2015,7,la Dreta de l'Eixample,28,18
2015,7,la Dreta de l'Eixample,29,19
2015,7,la Dreta de l'Eixample,14,20
2015,7,la Dreta de l'Eixample,12,21
2015,7,la Dreta de l'Eixample,5,22
2015,7,la Dreta de l'Eixample,29,23
2015,7,la Dreta de l'Eixample,27,24
2015,7,la Dreta de l'Eixample,43,25
2015,7,la Dreta de l'Eixample,106,26
2015,7,la Dreta de l'Eixample,58,27
2015,7,la Dreta de l'Eixample,22,28
2015,7,la Dreta de l'Eixample,6,29
2015,7,la Dreta de l'Eixample,15,30
2015,7,la Dreta de l'Eixample,186,31
2015,7,la Dreta de l'Eixample,114,32
2015,7,la Dreta de l'Eixample,36,33
2015,7,la Dreta de l'Eixample,9,34
2015,7,la Dreta de l'Eixample,22,35
2015,7,la Dreta de l'Eixample,..,36
2015,7,la Dreta de l'Eixample,14,37
2015,7,la Dreta de l'Eixample,..,38
2015,7,la Dreta de l'Eixample,..,39
2015,7,la Dreta de l'Eixample,9,40
2015,7,la Dreta de l'Eixample,11,41
2015,7,la Dreta de l'Eixample,14,43
2015,7,la Dreta de l'Eixample,17,44
2015,7,la Dreta de l'Eixample,13,45
2015,7,la Dreta de l'Eixample,5,46
2015,7,la Dreta de l'Eixample,..,48
2015,7,la Dreta de l'Eixample,..,49
2015,7,la Dreta de l'Eixample,..,50
2015,7,la Dreta de l'Eixample,6,51
2015,7,la Dreta de l'Eixample,6,52
2015,7,la Dreta de l'Eixample,..,53
2015,7,la Dreta de l'Eixample,..,58
2015,7,la Dreta de l'Eixample,8,59
2015,7,la Dreta de l'Eixample,29,60
2015,7,la Dreta de l'Eixample,20,61
2015,7,la Dreta de l'Eixample,8,62
2015,7,la Dreta de l'Eixample,20,63
2015,7,la Dreta de l'Eixample,36,64
2015,7,la Dreta de l'Eixample,19,65
2015,7,la Dreta de l'Eixample,18,66
2015,7,la Dreta de l'Eixample,15,67
2015,7,la Dreta de l'Eixample,51,68
2015,7,la Dreta de l'Eixample,..,69
2015,7,la Dreta de l'Eixample,15,70
2015,7,la Dreta de l'Eixample,17,71
2015,7,la Dreta de l'Eixample,11,72
2015,7,la Dreta de l'Eixample,..,73
2015,8,l'Antiga Esquerra de l'Eixample,111,1
2015,8,l'Antiga Esquerra de l'Eixample,42,2
2015,8,l'Antiga Esquerra de l'Eixample,28,3
2015,8,l'Antiga Esquerra de l'Eixample,33,4
2015,8,l'Antiga Esquerra de l'Eixample,50,5
2015,8,l'Antiga Esquerra de l'Eixample,71,6
2015,8,l'Antiga Esquerra de l'Eixample,137,7
2015,8,l'Antiga Esquerra de l'Eixample,715,8
2015,8,l'Antiga Esquerra de l'Eixample,318,9
2015,8,l'Antiga Esquerra de l'Eixample,120,10
2015,8,l'Antiga Esquerra de l'Eixample,67,11
2015,8,l'Antiga Esquerra de l'Eixample,25,13
2015,8,l'Antiga Esquerra de l'Eixample,20,14
2015,8,l'Antiga Esquerra de l'Eixample,17,15
2015,8,l'Antiga Esquerra de l'Eixample,..,16
2015,8,l'Antiga Esquerra de l'Eixample,12,17
2015,8,l'Antiga Esquerra de l'Eixample,57,18
2015,8,l'Antiga Esquerra de l'Eixample,54,19
2015,8,l'Antiga Esquerra de l'Eixample,15,20
2015,8,l'Antiga Esquerra de l'Eixample,6,21
2015,8,l'Antiga Esquerra de l'Eixample,9,22
2015,8,l'Antiga Esquerra de l'Eixample,29,23
2015,8,l'Antiga Esquerra de l'Eixample,25,24
2015,8,l'Antiga Esquerra de l'Eixample,52,25
2015,8,l'Antiga Esquerra de l'Eixample,131,26
2015,8,l'Antiga Esquerra de l'Eixample,36,27
2015,8,l'Antiga Esquerra de l'Eixample,22,28
2015,8,l'Antiga Esquerra de l'Eixample,12,29
2015,8,l'Antiga Esquerra de l'Eixample,7,30
2015,8,l'Antiga Esquerra de l'Eixample,101,31
2015,8,l'Antiga Esquerra de l'Eixample,28,32
2015,8,l'Antiga Esquerra de l'Eixample,19,33
2015,8,l'Antiga Esquerra de l'Eixample,5,34
2015,8,l'Antiga Esquerra de l'Eixample,21,35
2015,8,l'Antiga Esquerra de l'Eixample,..,36
2015,8,l'Antiga Esquerra de l'Eixample,18,37
2015,8,l'Antiga Esquerra de l'Eixample,6,38
2015,8,l'Antiga Esquerra de l'Eixample,..,39
2015,8,l'Antiga Esquerra de l'Eixample,..,40
2015,8,l'Antiga Esquerra de l'Eixample,10,41
2015,8,l'Antiga Esquerra de l'Eixample,8,43
2015,8,l'Antiga Esquerra de l'Eixample,5,44
2015,8,l'Antiga Esquerra de l'Eixample,14,45
2015,8,l'Antiga Esquerra de l'Eixample,..,46
2015,8,l'Antiga Esquerra de l'Eixample,5,48
2015,8,l'Antiga Esquerra de l'Eixample,..,49
2015,8,l'Antiga Esquerra de l'Eixample,9,50
2015,8,l'Antiga Esquerra de l'Eixample,15,52
2015,8,l'Antiga Esquerra de l'Eixample,..,53
2015,8,l'Antiga Esquerra de l'Eixample,..,54
2015,8,l'Antiga Esquerra de l'Eixample,..,57
2015,8,l'Antiga Esquerra de l'Eixample,..,58
2015,8,l'Antiga Esquerra de l'Eixample,5,59
2015,8,l'Antiga Esquerra de l'Eixample,10,60
2015,8,l'Antiga Esquerra de l'Eixample,24,61
2015,8,l'Antiga Esquerra de l'Eixample,8,62
2015,8,l'Antiga Esquerra de l'Eixample,20,63
2015,8,l'Antiga Esquerra de l'Eixample,32,64
2015,8,l'Antiga Esquerra de l'Eixample,26,65
2015,8,l'Antiga Esquerra de l'Eixample,5,66
2015,8,l'Antiga Esquerra de l'Eixample,11,67
2015,8,l'Antiga Esquerra de l'Eixample,26,68
2015,8,l'Antiga Esquerra de l'Eixample,..,69
2015,8,l'Antiga Esquerra de l'Eixample,7,70
2015,8,l'Antiga Esquerra de l'Eixample,12,71
2015,8,l'Antiga Esquerra de l'Eixample,9,72
2015,8,l'Antiga Esquerra de l'Eixample,9,73
2015,9,la Nova Esquerra de l'Eixample,96,1
2015,9,la Nova Esquerra de l'Eixample,34,2
2015,9,la Nova Esquerra de l'Eixample,21,3
2015,9,la Nova Esquerra de l'Eixample,36,4
2015,9,la Nova Esquerra de l'Eixample,48,5
2015,9,la Nova Esquerra de l'Eixample,81,6
2015,9,la Nova Esquerra de l'Eixample,70,7
2015,9,la Nova Esquerra de l'Eixample,260,8
2015,9,la Nova Esquerra de l'Eixample,851,9
2015,9,la Nova Esquerra de l'Eixample,180,10
2015,9,la Nova Esquerra de l'Eixample,85,11
2015,9,la Nova Esquerra de l'Eixample,28,13
2015,9,la Nova Esquerra de l'Eixample,31,14
2015,9,la Nova Esquerra de l'Eixample,65,15
2015,9,la Nova Esquerra de l'Eixample,29,16
2015,9,la Nova Esquerra de l'Eixample,49,17
2015,9,la Nova Esquerra de l'Eixample,147,18
2015,9,la Nova Esquerra de l'Eixample,141,19
2015,9,la Nova Esquerra de l'Eixample,53,20
2015,9,la Nova Esquerra de l'Eixample,8,21
2015,9,la Nova Esquerra de l'Eixample,11,22
2015,9,la Nova Esquerra de l'Eixample,31,23
2015,9,la Nova Esquerra de l'Eixample,16,24
2015,9,la Nova Esquerra de l'Eixample,33,25
2015,9,la Nova Esquerra de l'Eixample,87,26
2015,9,la Nova Esquerra de l'Eixample,48,27
2015,9,la Nova Esquerra de l'Eixample,14,28
2015,9,la Nova Esquerra de l'Eixample,6,29
2015,9,la Nova Esquerra de l'Eixample,20,30
2015,9,la Nova Esquerra de l'Eixample,66,31
2015,9,la Nova Esquerra de l'Eixample,43,32
2015,9,la Nova Esquerra de l'Eixample,27,33
2015,9,la Nova Esquerra de l'Eixample,13,34
2015,9,la Nova Esquerra de l'Eixample,42,35
2015,9,la Nova Esquerra de l'Eixample,7,36
2015,9,la Nova Esquerra de l'Eixample,17,37
2015,9,la Nova Esquerra de l'Eixample,5,38
2015,9,la Nova Esquerra de l'Eixample,6,39
2015,9,la Nova Esquerra de l'Eixample,6,40
2015,9,la Nova Esquerra de l'Eixample,..,41
2015,9,la Nova Esquerra de l'Eixample,17,43
2015,9,la Nova Esquerra de l'Eixample,16,44
2015,9,la Nova Esquerra de l'Eixample,8,45
2015,9,la Nova Esquerra de l'Eixample,20,46
2015,9,la Nova Esquerra de l'Eixample,7,48
2015,9,la Nova Esquerra de l'Eixample,..,49
2015,9,la Nova Esquerra de l'Eixample,12,50
2015,9,la Nova Esquerra de l'Eixample,..,51
2015,9,la Nova Esquerra de l'Eixample,57,52
2015,9,la Nova Esquerra de l'Eixample,6,53
2015,9,la Nova Esquerra de l'Eixample,5,55
2015,9,la Nova Esquerra de l'Eixample,6,57
2015,9,la Nova Esquerra de l'Eixample,..,58
2015,9,la Nova Esquerra de l'Eixample,13,59
2015,9,la Nova Esquerra de l'Eixample,34,60
2015,9,la Nova Esquerra de l'Eixample,27,61
2015,9,la Nova Esquerra de l'Eixample,14,62
2015,9,la Nova Esquerra de l'Eixample,19,63
2015,9,la Nova Esquerra de l'Eixample,55,64
2015,9,la Nova Esquerra de l'Eixample,32,65
2015,9,la Nova Esquerra de l'Eixample,22,66
2015,9,la Nova Esquerra de l'Eixample,..,67
2015,9,la Nova Esquerra de l'Eixample,34,68
2015,9,la Nova Esquerra de l'Eixample,6,69
2015,9,la Nova Esquerra de l'Eixample,18,70
2015,9,la Nova Esquerra de l'Eixample,13,71
2015,9,la Nova Esquerra de l'Eixample,11,72
2015,9,la Nova Esquerra de l'Eixample,16,73
2015,10,Sant Antoni,299,1
2015,10,Sant Antoni,32,2
2015,10,Sant Antoni,13,3
2015,10,Sant Antoni,36,4
2015,10,Sant Antoni,36,5
2015,10,Sant Antoni,62,6
2015,10,Sant Antoni,62,7
2015,10,Sant Antoni,104,8
2015,10,Sant Antoni,222,9
2015,10,Sant Antoni,625,10
2015,10,Sant Antoni,241,11
2015,10,Sant Antoni,..,12
2015,10,Sant Antoni,42,13
2015,10,Sant Antoni,26,14
2015,10,Sant Antoni,73,15
2015,10,Sant Antoni,28,16
2015,10,Sant Antoni,25,17
2015,10,Sant Antoni,70,18
2015,10,Sant Antoni,29,19
2015,10,Sant Antoni,23,20
2015,10,Sant Antoni,8,21
2015,10,Sant Antoni,..,22
2015,10,Sant Antoni,16,23
2015,10,Sant Antoni,..,24
2015,10,Sant Antoni,16,25
2015,10,Sant Antoni,35,26
2015,10,Sant Antoni,21,27
2015,10,Sant Antoni,10,28
2015,10,Sant Antoni,..,29
2015,10,Sant Antoni,9,30
2015,10,Sant Antoni,55,31
2015,10,Sant Antoni,47,32
2015,10,Sant Antoni,16,33
2015,10,Sant Antoni,8,34
2015,10,Sant Antoni,20,35
2015,10,Sant Antoni,..,36
2015,10,Sant Antoni,14,37
2015,10,Sant Antoni,9,38
2015,10,Sant Antoni,..,39
2015,10,Sant Antoni,..,40
2015,10,Sant Antoni,8,43
2015,10,Sant Antoni,13,44
2015,10,Sant Antoni,11,45
2015,10,Sant Antoni,8,46
2015,10,Sant Antoni,5,47
2015,10,Sant Antoni,..,48
2015,10,Sant Antoni,..,50
2015,10,Sant Antoni,..,51
2015,10,Sant Antoni,6,52
2015,10,Sant Antoni,..,53
2015,10,Sant Antoni,..,54
