Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2018,1,el Raval,2260,1
2018,1,el Raval,568,2
2018,1,el Raval,94,3
2018,1,el Raval,152,4
2018,1,el Raval,88,5
2018,1,el Raval,85,6
2018,1,el Raval,102,7
2018,1,el Raval,102,8
2018,1,el Raval,164,9
2018,1,el Raval,314,10
2018,1,el Raval,457,11
2018,1,el Raval,53,13
2018,1,el Raval,18,14
2018,1,el Raval,88,15
2018,1,el Raval,45,16
2018,1,el Raval,49,17
2018,1,el Raval,109,18
2018,1,el Raval,35,19
2018,1,el Raval,19,20
2018,1,el Raval,..,22
2018,1,el Raval,17,23
2018,1,el Raval,9,24
2018,1,el Raval,13,25
2018,1,el Raval,32,26
2018,1,el Raval,25,27
2018,1,el Raval,17,28
2018,1,el Raval,10,29
2018,1,el Raval,10,30
2018,1,el Raval,131,31
2018,1,el Raval,49,32
2018,1,el Raval,11,33
2018,1,el Raval,12,34
2018,1,el Raval,47,35
2018,1,el Raval,5,36
2018,1,el Raval,44,37
2018,1,el Raval,18,38
2018,1,el Raval,5,39
2018,1,el Raval,9,40
2018,1,el Raval,..,41
2018,1,el Raval,..,42
2018,1,el Raval,17,43
2018,1,el Raval,20,44
2018,1,el Raval,13,45
2018,1,el Raval,16,46
2018,1,el Raval,..,47
2018,1,el Raval,16,48
2018,1,el Raval,25,50
2018,1,el Raval,26,51
2018,1,el Raval,20,52
2018,1,el Raval,7,53
2018,1,el Raval,..,54
2018,1,el Raval,18,55
2018,1,el Raval,..,56
2018,1,el Raval,23,57
2018,1,el Raval,..,58
2018,1,el Raval,14,59
2018,1,el Raval,41,60
2018,1,el Raval,18,61
2018,1,el Raval,25,62
2018,1,el Raval,31,63
2018,1,el Raval,53,64
2018,1,el Raval,34,65
2018,1,el Raval,38,66
2018,1,el Raval,..,67
2018,1,el Raval,45,68
2018,1,el Raval,9,69
2018,1,el Raval,88,70
2018,1,el Raval,32,71
2018,1,el Raval,42,72
2018,1,el Raval,27,73
2018,2,el Barri Gòtic,241,1
2018,2,el Barri Gòtic,256,2
2018,2,el Barri Gòtic,82,3
2018,2,el Barri Gòtic,120,4
2018,2,el Barri Gòtic,40,5
2018,2,el Barri Gòtic,39,6
2018,2,el Barri Gòtic,96,7
2018,2,el Barri Gòtic,46,8
2018,2,el Barri Gòtic,55,9
2018,2,el Barri Gòtic,74,10
2018,2,el Barri Gòtic,83,11
2018,2,el Barri Gòtic,29,13
2018,2,el Barri Gòtic,6,14
2018,2,el Barri Gòtic,15,15
2018,2,el Barri Gòtic,14,16
2018,2,el Barri Gòtic,12,17
2018,2,el Barri Gòtic,31,18
2018,2,el Barri Gòtic,8,19
2018,2,el Barri Gòtic,..,20
2018,2,el Barri Gòtic,..,21
2018,2,el Barri Gòtic,..,22
2018,2,el Barri Gòtic,7,23
2018,2,el Barri Gòtic,9,24
2018,2,el Barri Gòtic,16,25
2018,2,el Barri Gòtic,18,26
2018,2,el Barri Gòtic,12,27
2018,2,el Barri Gòtic,..,28
2018,2,el Barri Gòtic,..,29
2018,2,el Barri Gòtic,10,30
2018,2,el Barri Gòtic,41,31
2018,2,el Barri Gòtic,17,32
2018,2,el Barri Gòtic,11,33
2018,2,el Barri Gòtic,7,34
2018,2,el Barri Gòtic,26,35
2018,2,el Barri Gòtic,7,36
