Any,Codi_Barri,Nom_Barri,Valor,CODI_BARRI_DEST
2022,1,el Raval,1578,1
2022,1,el Raval,566,2
2022,1,el Raval,64,3
2022,1,el Raval,168,4
2022,1,el Raval,104,5
2022,1,el Raval,72,6
2022,1,el Raval,69,7
2022,1,el Raval,82,8
2022,1,el Raval,110,9
2022,1,el Raval,304,10
2022,1,el Raval,379,11
2022,1,el Raval,10,12
2022,1,el Raval,47,13
2022,1,el Raval,43,14
2022,1,el Raval,38,15
2022,1,el Raval,39,16
2022,1,el Raval,44,17
2022,1,el Raval,77,18
2022,1,el Raval,53,19
2022,1,el Raval,27,20
2022,1,el Raval,17,21
2022,1,el Raval,8,22
2022,1,el Raval,12,23
2022,1,el Raval,..,24
2022,1,el Raval,24,25
2022,1,el Raval,42,26
2022,1,el Raval,26,27
2022,1,el Raval,26,28
2022,1,el Raval,11,29
2022,1,el Raval,15,30
2022,1,el Raval,90,31
2022,1,el Raval,56,32
2022,1,el Raval,28,33
2022,1,el Raval,9,34
2022,1,el Raval,54,35
2022,1,el Raval,..,36
2022,1,el Raval,40,37
2022,1,el Raval,23,38
2022,1,el Raval,6,39
2022,1,el Raval,6,40
2022,1,el Raval,10,41
2022,1,el Raval,30,43
2022,1,el Raval,15,44
2022,1,el Raval,29,45
2022,1,el Raval,14,46
2022,1,el Raval,12,48
2022,1,el Raval,..,49
2022,1,el Raval,24,50
2022,1,el Raval,..,51
2022,1,el Raval,21,52
2022,1,el Raval,12,53
2022,1,el Raval,8,54
2022,1,el Raval,16,55
2022,1,el Raval,17,57
2022,1,el Raval,..,58
2022,1,el Raval,37,59
2022,1,el Raval,34,60
2022,1,el Raval,26,61
2022,1,el Raval,11,62
2022,1,el Raval,19,63
2022,1,el Raval,51,64
2022,1,el Raval,33,65
2022,1,el Raval,19,66
2022,1,el Raval,14,67
2022,1,el Raval,55,68
2022,1,el Raval,11,69
2022,1,el Raval,78,70
2022,1,el Raval,38,71
2022,1,el Raval,22,72
2022,1,el Raval,30,73
2022,2,el Barri Gòtic,371,1
2022,2,el Barri Gòtic,290,2
2022,2,el Barri Gòtic,68,3
2022,2,el Barri Gòtic,134,4
2022,2,el Barri Gòtic,38,5
2022,2,el Barri Gòtic,66,6
2022,2,el Barri Gòtic,83,7
2022,2,el Barri Gòtic,53,8
2022,2,el Barri Gòtic,49,9
2022,2,el Barri Gòtic,82,10
2022,2,el Barri Gòtic,116,11
2022,2,el Barri Gòtic,..,12
2022,2,el Barri Gòtic,28,13
2022,2,el Barri Gòtic,20,14
2022,2,el Barri Gòtic,25,15
2022,2,el Barri Gòtic,24,16
2022,2,el Barri Gòtic,15,17
2022,2,el Barri Gòtic,48,18
2022,2,el Barri Gòtic,22,19
2022,2,el Barri Gòtic,8,20
2022,2,el Barri Gòtic,5,21
2022,2,el Barri Gòtic,5,22
2022,2,el Barri Gòtic,17,23
2022,2,el Barri Gòtic,10,24
2022,2,el Barri Gòtic,7,25
2022,2,el Barri Gòtic,17,26
2022,2,el Barri Gòtic,15,27
2022,2,el Barri Gòtic,18,28
2022,2,el Barri Gòtic,5,29
2022,2,el Barri Gòtic,6,30
2022,2,el Barri Gòtic,70,31
2022,2,el Barri Gòtic,24,32
2022,2,el Barri Gòtic,17,33
2022,2,el Barri Gòtic,5,34
2022,2,el Barri Gòtic,20,35
2022,2,el Barri Gòtic,7,36
2022,2,el Barri Gòtic,16,37
2022,2,el Barri Gòtic,15,38
2022,2,el Barri Gòtic,5,39
2022,2,el Barri Gòtic,..,40
2022,2,el Barri Gòtic,..,41
2022,2,el Barri Gòtic,12,43
2022,2,el Barri Gòtic,15,44
2022,2,el Barri Gòtic,27,45
2022,2,el Barri Gòtic,16,46
2022,2,el Barri Gòtic,18,48
2022,2,el Barri Gòtic,..,49
2022,2,el Barri Gòtic,12,50
2022,2,el Barri Gòtic,6,51
2022,2,el Barri Gòtic,12,52
2022,2,el Barri Gòtic,..,54
2022,2,el Barri Gòtic,..,55
2022,2,el Barri Gòtic,9,57
2022,2,el Barri Gòtic,..,58
2022,2,el Barri Gòtic,6,59
2022,2,el Barri Gòtic,21,60
2022,2,el Barri Gòtic,13,61
2022,2,el Barri Gòtic,10,62
2022,2,el Barri Gòtic,18,63
2022,2,el Barri Gòtic,25,64
2022,2,el Barri Gòtic,23,65
2022,2,el Barri Gòtic,32,66
2022,2,el Barri Gòtic,5,67
2022,2,el Barri Gòtic,47,68
2022,2,el Barri Gòtic,..,69
2022,2,el Barri Gòtic,50,70
2022,2,el Barri Gòtic,12,71
2022,2,el Barri Gòtic,17,72
2022,2,el Barri Gòtic,17,73
2022,3,la Barceloneta,55,1
2022,3,la Barceloneta,76,2
2022,3,la Barceloneta,334,3
2022,3,la Barceloneta,80,4
2022,3,la Barceloneta,43,5
2022,3,la Barceloneta,26,6
2022,3,la Barceloneta,27,7
2022,3,la Barceloneta,24,8
2022,3,la Barceloneta,38,9
2022,3,la Barceloneta,29,10
2022,3,la Barceloneta,37,11
2022,3,la Barceloneta,11,13
2022,3,la Barceloneta,5,14
2022,3,la Barceloneta,7,15
2022,3,la Barceloneta,8,16
2022,3,la Barceloneta,13,17
2022,3,la Barceloneta,11,18
2022,3,la Barceloneta,9,19
2022,3,la Barceloneta,9,20
2022,3,la Barceloneta,..,21
2022,3,la Barceloneta,..,22
2022,3,la Barceloneta,..,23
2022,3,la Barceloneta,..,24
2022,3,la Barceloneta,..,25
2022,3,la Barceloneta,10,26
2022,3,la Barceloneta,10,27
2022,3,la Barceloneta,8,28
2022,3,la Barceloneta,6,29
2022,3,la Barceloneta,11,30
2022,3,la Barceloneta,31,31
2022,3,la Barceloneta,11,32
2022,3,la Barceloneta,16,33
2022,3,la Barceloneta,..,34
2022,3,la Barceloneta,11,35
2022,3,la Barceloneta,..,36
2022,3,la Barceloneta,9,37
2022,3,la Barceloneta,..,38
2022,3,la Barceloneta,..,39
