Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2023,1,Ciutat Vella,1,el Raval,1,1001,163
2023,1,Ciutat Vella,1,el Raval,1,1002,240
2023,1,Ciutat Vella,1,el Raval,2,1003,444
2023,1,Ciutat Vella,1,el Raval,2,1004,443
2023,1,Ciutat Vella,1,el Raval,3,1005,320
2023,1,Ciutat Vella,1,el Raval,3,1006,257
2023,1,Ciutat Vella,1,el Raval,3,1007,319
2023,1,Ciutat Vella,1,el Raval,4,1008,430
2023,1,Ciutat Vella,1,el Raval,4,1009,262
2023,1,Ciutat Vella,1,el Raval,4,1010,380
2023,1,Ciutat Vella,1,el Raval,5,1011,477
2023,1,Ciutat Vella,1,el Raval,5,1012,217
2023,1,Ciutat Vella,1,el Raval,5,1013,158
2023,1,Ciutat Vella,1,el Raval,6,1014,157
2023,1,Ciutat Vella,1,el Raval,6,1015,281
2023,1,Ciutat Vella,1,el Raval,6,1016,221
2023,1,Ciutat Vella,1,el Raval,6,1017,339
2023,1,Ciutat Vella,1,el Raval,7,1018,195
2023,1,Ciutat Vella,1,el Raval,7,1019,455
2023,1,Ciutat Vella,1,el Raval,7,1020,371
2023,1,Ciutat Vella,1,el Raval,8,1021,312
2023,1,Ciutat Vella,2,el Barri Gòtic,9,1022,287
2023,1,Ciutat Vella,2,el Barri Gòtic,9,1023,288
2023,1,Ciutat Vella,2,el Barri Gòtic,10,1025,228
2023,1,Ciutat Vella,2,el Barri Gòtic,10,1026,3462
2023,1,Ciutat Vella,2,el Barri Gòtic,10,1027,269
2023,1,Ciutat Vella,2,el Barri Gòtic,11,1028,297
2023,1,Ciutat Vella,2,el Barri Gòtic,11,1029,268
2023,1,Ciutat Vella,2,el Barri Gòtic,12,1030,310
2023,1,Ciutat Vella,2,el Barri Gòtic,12,1031,305
2023,1,Ciutat Vella,3,la Barceloneta,13,1032,239
2023,1,Ciutat Vella,3,la Barceloneta,13,1033,135
2023,1,Ciutat Vella,3,la Barceloneta,13,1034,182
2023,1,Ciutat Vella,3,la Barceloneta,14,1035,163
2023,1,Ciutat Vella,3,la Barceloneta,14,1036,134
2023,1,Ciutat Vella,3,la Barceloneta,15,1037,127
2023,1,Ciutat Vella,3,la Barceloneta,15,1038,238
2023,1,Ciutat Vella,3,la Barceloneta,15,1039,151
2023,1,Ciutat Vella,3,la Barceloneta,15,1040,124
2023,1,Ciutat Vella,3,la Barceloneta,15,1041,236
2023,1,Ciutat Vella,3,la Barceloneta,15,1042,144
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,193
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,163
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,305
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,335
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,253
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,273
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,251
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,243
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,258
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,237
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,204
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,189
2023,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,97
2023,2,Eixample,5,el Fort Pienc,20,2001,88
2023,2,Eixample,5,el Fort Pienc,20,2002,1993
2023,2,Eixample,5,el Fort Pienc,20,2003,103
2023,2,Eixample,5,el Fort Pienc,20,2004,127
2023,2,Eixample,5,el Fort Pienc,20,2005,149
2023,2,Eixample,5,el Fort Pienc,20,2006,142
2023,2,Eixample,5,el Fort Pienc,20,2007,93
2023,2,Eixample,5,el Fort Pienc,20,2008,157
2023,2,Eixample,5,el Fort Pienc,20,2009,133
2023,2,Eixample,5,el Fort Pienc,21,2010,90
