Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2015,1,Ciutat Vella,1,el Raval,1,1001,151
2015,1,Ciutat Vella,1,el Raval,1,1002,231
2015,1,Ciutat Vella,1,el Raval,2,1003,367
2015,1,Ciutat Vella,1,el Raval,2,1004,321
2015,1,Ciutat Vella,1,el Raval,3,1005,302
2015,1,Ciutat Vella,1,el Raval,3,1006,224
2015,1,Ciutat Vella,1,el Raval,3,1007,273
2015,1,Ciutat Vella,1,el Raval,4,1008,428
2015,1,Ciutat Vella,1,el Raval,4,1009,258
2015,1,Ciutat Vella,1,el Raval,4,1010,347
2015,1,Ciutat Vella,1,el Raval,5,1011,358
2015,1,Ciutat Vella,1,el Raval,5,1012,219
2015,1,Ciutat Vella,1,el Raval,5,1013,114
2015,1,Ciutat Vella,1,el Raval,6,1014,171
2015,1,Ciutat Vella,1,el Raval,6,1015,227
2015,1,Ciutat Vella,1,el Raval,6,1016,207
2015,1,Ciutat Vella,1,el Raval,6,1017,231
2015,1,Ciutat Vella,1,el Raval,7,1018,154
2015,1,Ciutat Vella,1,el Raval,7,1019,305
2015,1,Ciutat Vella,1,el Raval,7,1020,218
2015,1,Ciutat Vella,1,el Raval,8,1021,225
2015,1,Ciutat Vella,2,el Barri Gòtic,9,1022,137
2015,1,Ciutat Vella,2,el Barri Gòtic,9,1023,204
2015,1,Ciutat Vella,2,el Barri Gòtic,10,1025,196
2015,1,Ciutat Vella,2,el Barri Gòtic,10,1026,444
2015,1,Ciutat Vella,2,el Barri Gòtic,10,1027,207
2015,1,Ciutat Vella,2,el Barri Gòtic,11,1028,261
2015,1,Ciutat Vella,2,el Barri Gòtic,11,1029,234
2015,1,Ciutat Vella,2,el Barri Gòtic,12,1030,309
2015,1,Ciutat Vella,2,el Barri Gòtic,12,1031,210
2015,1,Ciutat Vella,3,la Barceloneta,13,1032,195
2015,1,Ciutat Vella,3,la Barceloneta,13,1033,144
2015,1,Ciutat Vella,3,la Barceloneta,13,1034,119
2015,1,Ciutat Vella,3,la Barceloneta,14,1035,149
2015,1,Ciutat Vella,3,la Barceloneta,14,1036,73
2015,1,Ciutat Vella,3,la Barceloneta,15,1037,118
2015,1,Ciutat Vella,3,la Barceloneta,15,1038,199
2015,1,Ciutat Vella,3,la Barceloneta,15,1039,128
2015,1,Ciutat Vella,3,la Barceloneta,15,1040,112
2015,1,Ciutat Vella,3,la Barceloneta,15,1041,222
2015,1,Ciutat Vella,3,la Barceloneta,15,1042,95
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,147
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1044,114
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1045,235
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1046,250
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1047,230
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1048,247
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",17,1049,161
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1050,181
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1051,259
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",18,1052,277
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1053,194
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1054,172
2015,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",19,1055,85
2015,2,Eixample,5,el Fort Pienc,20,2001,74
2015,2,Eixample,5,el Fort Pienc,20,2002,223
2015,2,Eixample,5,el Fort Pienc,20,2003,96
2015,2,Eixample,5,el Fort Pienc,20,2004,98
2015,2,Eixample,5,el Fort Pienc,20,2005,72
2015,2,Eixample,5,el Fort Pienc,20,2006,85
2015,2,Eixample,5,el Fort Pienc,20,2007,88
2015,2,Eixample,5,el Fort Pienc,20,2008,81
2015,2,Eixample,5,el Fort Pienc,20,2009,99
2015,2,Eixample,5,el Fort Pienc,21,2010,58
2015,2,Eixample,5,el Fort Pienc,21,2011,41
2015,2,Eixample,5,el Fort Pienc,21,2012,99
2015,2,Eixample,5,el Fort Pienc,21,2013,87
2015,2,Eixample,5,el Fort Pienc,22,2014,114
2015,2,Eixample,5,el Fort Pienc,22,2015,104
2015,2,Eixample,5,el Fort Pienc,22,2016,135
2015,2,Eixample,5,el Fort Pienc,22,2017,127
2015,2,Eixample,5,el Fort Pienc,22,2018,88
2015,2,Eixample,5,el Fort Pienc,22,2019,120
2015,2,Eixample,5,el Fort Pienc,22,2020,115
2015,2,Eixample,6,la Sagrada Família,23,2021,102
2015,2,Eixample,6,la Sagrada Família,23,2022,81
2015,2,Eixample,6,la Sagrada Família,23,2023,43
2015,2,Eixample,6,la Sagrada Família,23,2024,65
2015,2,Eixample,6,la Sagrada Família,24,2025,88
2015,2,Eixample,6,la Sagrada Família,24,2026,147
2015,2,Eixample,6,la Sagrada Família,24,2027,100
2015,2,Eixample,6,la Sagrada Família,24,2028,105
2015,2,Eixample,6,la Sagrada Família,24,2029,86
2015,2,Eixample,6,la Sagrada Família,24,2030,67
2015,2,Eixample,6,la Sagrada Família,24,2031,41
2015,2,Eixample,6,la Sagrada Família,24,2032,54
2015,2,Eixample,6,la Sagrada Família,25,2033,54
2015,2,Eixample,6,la Sagrada Família,25,2034,118
2015,2,Eixample,6,la Sagrada Família,25,2035,80
2015,2,Eixample,6,la Sagrada Família,25,2036,43
2015,2,Eixample,6,la Sagrada Família,25,2037,51
2015,2,Eixample,6,la Sagrada Família,25,2038,59
2015,2,Eixample,6,la Sagrada Família,25,2039,121
2015,2,Eixample,6,la Sagrada Família,25,2040,139
2015,2,Eixample,6,la Sagrada Família,26,2041,126
2015,2,Eixample,6,la Sagrada Família,26,2042,67
2015,2,Eixample,6,la Sagrada Família,26,2043,92
2015,2,Eixample,6,la Sagrada Família,26,2044,90
2015,2,Eixample,6,la Sagrada Família,26,2045,50
2015,2,Eixample,6,la Sagrada Família,26,2046,118
2015,2,Eixample,6,la Sagrada Família,26,2047,136
2015,2,Eixample,6,la Sagrada Família,26,2048,70
2015,2,Eixample,6,la Sagrada Família,27,2049,168
2015,2,Eixample,6,la Sagrada Família,27,2050,168
2015,2,Eixample,6,la Sagrada Família,27,2051,177
2015,2,Eixample,6,la Sagrada Família,27,2052,137
2015,2,Eixample,6,la Sagrada Família,27,2053,124
2015,2,Eixample,6,la Sagrada Família,27,2054,99
2015,2,Eixample,7,la Dreta de l'Eixample,28,2055,121
2015,2,Eixample,7,la Dreta de l'Eixample,28,2056,87
2015,2,Eixample,7,la Dreta de l'Eixample,28,2057,65
2015,2,Eixample,7,la Dreta de l'Eixample,28,2058,56
2015,2,Eixample,7,la Dreta de l'Eixample,28,2059,106
2015,2,Eixample,7,la Dreta de l'Eixample,28,2060,91
2015,2,Eixample,7,la Dreta de l'Eixample,29,2061,108
2015,2,Eixample,7,la Dreta de l'Eixample,29,2062,85
2015,2,Eixample,7,la Dreta de l'Eixample,29,2063,62
2015,2,Eixample,7,la Dreta de l'Eixample,29,2064,82
2015,2,Eixample,7,la Dreta de l'Eixample,29,2065,115
2015,2,Eixample,7,la Dreta de l'Eixample,30,2066,79
2015,2,Eixample,7,la Dreta de l'Eixample,30,2067,131
2015,2,Eixample,7,la Dreta de l'Eixample,30,2068,92
2015,2,Eixample,7,la Dreta de l'Eixample,30,2069,98
2015,2,Eixample,7,la Dreta de l'Eixample,31,2070,73
2015,2,Eixample,7,la Dreta de l'Eixample,31,2071,76
2015,2,Eixample,7,la Dreta de l'Eixample,31,2072,74
2015,2,Eixample,7,la Dreta de l'Eixample,32,2073,141
2015,2,Eixample,7,la Dreta de l'Eixample,32,2074,91
2015,2,Eixample,7,la Dreta de l'Eixample,32,2075,81
2015,2,Eixample,7,la Dreta de l'Eixample,32,2076,131
2015,2,Eixample,7,la Dreta de l'Eixample,33,2077,177
2015,2,Eixample,7,la Dreta de l'Eixample,34,2078,155
2015,2,Eixample,7,la Dreta de l'Eixample,34,2079,109
2015,2,Eixample,7,la Dreta de l'Eixample,35,2080,109
2015,2,Eixample,7,la Dreta de l'Eixample,35,2081,155
2015,2,Eixample,7,la Dreta de l'Eixample,36,2082,69
2015,2,Eixample,7,la Dreta de l'Eixample,36,2083,151
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2084,139
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2085,107
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2086,114
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,37,2087,80
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2088,105
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2089,158
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,38,2090,172
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2091,139
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,39,2092,165
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2093,144
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2094,82
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2095,118
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2096,114
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,40,2097,85
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2098,141
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2099,127
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2100,76
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,41,2101,135
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2102,80
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2103,113
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2104,60
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,42,2105,129
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2106,93
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2107,64
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2108,96
2015,2,Eixample,8,l'Antiga Esquerra de l'Eixample,43,2109,102
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2110,104
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2111,99
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2112,70
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2113,128
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,44,2114,83
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2115,88
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2116,54
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2117,73
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2118,68
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2119,58
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2120,57
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2121,54
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2122,76
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,45,2123,64
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2124,48
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2125,90
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2126,82
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2127,82
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2128,93
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,46,2129,92
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2130,53
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2131,100
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2132,80
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2133,45
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2134,78
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2135,149
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,47,2136,43
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2137,96
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2138,101
2015,2,Eixample,9,la Nova Esquerra de l'Eixample,48,2139,131
