Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor
2020,1,Ciutat Vella,1,el Raval,1,1001,100
2020,1,Ciutat Vella,1,el Raval,1,1002,162
2020,1,Ciutat Vella,1,el Raval,2,1003,272
2020,1,Ciutat Vella,1,el Raval,2,1004,285
2020,1,Ciutat Vella,1,el Raval,3,1005,206
2020,1,Ciutat Vella,1,el Raval,3,1006,178
2020,1,Ciutat Vella,1,el Raval,3,1007,179
2020,1,Ciutat Vella,1,el Raval,4,1008,299
2020,1,Ciutat Vella,1,el Raval,4,1009,178
2020,1,Ciutat Vella,1,el Raval,4,1010,244
2020,1,Ciutat Vella,1,el Raval,5,1011,309
2020,1,Ciutat Vella,1,el Raval,5,1012,150
2020,1,Ciutat Vella,1,el Raval,5,1013,77
2020,1,Ciutat Vella,1,el Raval,6,1014,164
2020,1,Ciutat Vella,1,el Raval,6,1015,175
2020,1,Ciutat Vella,1,el Raval,6,1016,126
2020,1,Ciutat Vella,1,el Raval,6,1017,173
2020,1,Ciutat Vella,1,el Raval,7,1018,82
2020,1,Ciutat Vella,1,el Raval,7,1019,256
2020,1,Ciutat Vella,1,el Raval,7,1020,197
2020,1,Ciutat Vella,1,el Raval,8,1021,183
2020,1,Ciutat Vella,2,el Barri Gòtic,9,1022,256
2020,1,Ciutat Vella,2,el Barri Gòtic,9,1023,176
2020,1,Ciutat Vella,2,el Barri Gòtic,10,1025,165
2020,1,Ciutat Vella,2,el Barri Gòtic,10,1026,1169
2020,1,Ciutat Vella,2,el Barri Gòtic,10,1027,161
2020,1,Ciutat Vella,2,el Barri Gòtic,11,1028,236
2020,1,Ciutat Vella,2,el Barri Gòtic,11,1029,197
2020,1,Ciutat Vella,2,el Barri Gòtic,12,1030,229
2020,1,Ciutat Vella,2,el Barri Gòtic,12,1031,183
2020,1,Ciutat Vella,3,la Barceloneta,13,1032,176
2020,1,Ciutat Vella,3,la Barceloneta,13,1033,136
2020,1,Ciutat Vella,3,la Barceloneta,13,1034,128
2020,1,Ciutat Vella,3,la Barceloneta,14,1035,103
2020,1,Ciutat Vella,3,la Barceloneta,14,1036,63
2020,1,Ciutat Vella,3,la Barceloneta,15,1037,93
2020,1,Ciutat Vella,3,la Barceloneta,15,1038,153
