id,host_since,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,bathrooms,bedrooms,beds,price,availability_365,estimated_occupancy_l365d,number_of_reviews_ly,last_review,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,geometry,AREA,zona_peuat,Reviews
20245258,2016,1,2,2,la Salut,Gràcia,Private room,NA,2,NA,NA,0,0,0,2018-06-28,3.83,5,4.5,3.83,4.17,"c(428847.846137367, 4584621.11935667)",1334.33646724,2,0
20258456,2014,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Private room,NA,3,NA,NA,0,0,0,2018-08-18,4.5,4.43,4.36,4.64,4.57,"c(428625.064159094, 4581692.13324974)",1334.33646724,2,0
20266994,2017,1,2,1,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room,NA,NA,NA,NA,0,0,0,2018-04-01,5,5,5,5,5,"c(430617.296795193, 4583826.74111535)",1334.33646724,2,0
20276107,2017,1,2,1,el Parc i la Llacuna del Poblenou,Sant Martí,Private room,1,1,1,39,0,98,6,2025-02-22,4.35,4.46,4.62,4.77,4.31,"c(432094.347163174, 4582569.22133257)",1334.33646724,2,1
20278477,2015,1,2,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431547.351308327, 4581841.58243456)",1316.17983204,1,0
20279496,2017,1,2,1,la Barceloneta,Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,2017-12-03,5,5,5,5,4.83,"c(432112.988152702, 4581435.44932935)",1316.17983204,1,0
20281579,2014,1,2,2,la Sagrada Família,Eixample,Private room,NA,2,NA,NA,0,0,0,2017-11-19,4.59,4.86,4.91,4.9,4.48,"c(431062.532253486, 4584318.78759105)",1334.33646724,2,0
20291512,2016,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,2,2,124,329,36,5,2025-02-16,4.75,4.78,4.77,4.82,4.47,"c(430745.968039391, 4584081.98619267)",1334.33646724,2,1
20291713,2012,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,2,2,NA,317,64,1,2024-12-03,3,5,3,5,3,"c(431512.196081094, 4581926.29616706)",1316.17983204,1,1
20298786,2017,1,2,1,la Sagrada Família,Eixample,Private room,NA,2,NA,NA,0,0,0,2017-09-06,5,5,5,5,5,"c(431192.287428108, 4584690.61029892)",1334.33646724,2,0
19950124,2017,1,2,1,el Baix Guinardó,Horta-Guinardó,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(430404.228923199, 4584446.10753905)",1334.33646724,2,0
19955807,2015,1,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,1,1,1,121,0,255,63,2025-02-23,4.45,4.76,4.76,4.66,4.24,"c(430281.917599846, 4580682.29623013)",1316.17983204,1,1
19956058,2017,1,2,1,les Corts,Les Corts,Private room,NA,NA,NA,NA,0,0,0,2017-09-14,4.83,4.67,4.5,4.67,4.67,"c(427563.138669351, 4581782.61269948)",1334.33646724,2,0
19956381,2016,2,2,2,el Barri Gòtic,Ciutat Vella,Private room,1,1,2,73,133,255,87,2025-03-02,4.76,4.88,4.86,4.87,4.63,"c(430756.15273586, 4581649.24909984)",1316.17983204,1,1
19958031,2013,1,2,1,el Parc i la Llacuna del Poblenou,Sant Martí,Entire home/apt,2,3,4,262,257,255,179,2025-03-02,4.55,4.65,4.72,4.5,4.49,"c(432724.683163301, 4583460.44708044)",1334.33646724,2,1
19960402,2020,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,2,3,110,55,0,0,2023-09-04,5,5,5,5,5,"c(430731.061870163, 4583834.5342426)",1334.33646724,2,0
19962229,2020,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,3,3,NA,27,0,0,NA,NA,NA,NA,NA,NA,"c(430865.134680363, 4584043.09753035)",1334.33646724,2,0
19962349,2017,1,2,1,el Barri Gòtic,Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,2017-08-08,5,5,5,5,5,"c(431481.224018499, 4581303.72036746)",1316.17983204,1,0
19962749,2020,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,3,3,NA,0,64,1,2024-09-20,2,5,2,4,1,"c(430767.909784581, 4584016.26927824)",1334.33646724,2,1
20303249,2012,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,2,3,229,142,255,49,2025-02-09,4.91,4.93,4.96,4.94,4.79,"c(430347.901617449, 4581978.47594853)",1316.17983204,1,1
20309328,2014,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,3,6,280,271,255,59,2025-02-23,4.84,4.86,4.91,4.89,4.75,"c(430729.066889104, 4583363.79088051)",1316.17983204,1,1
20317869,2020,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,3,110,35,0,0,NA,NA,NA,NA,NA,NA,"c(429434.076323776, 4581560.96725216)",1334.33646724,2,0
20318868,2020,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,3,NA,0,192,2,2025-02-01,5,5,4.6,5,4.6,"c(429609.931650948, 4581500.41155067)",1334.33646724,2,1
20320485,2017,1,2,2,les Corts,Les Corts,Private room,NA,NA,NA,NA,0,0,0,2017-08-14,4.33,4.67,4.67,4.67,4.33,"c(427798.45459509, 4582404.25045304)",1334.33646724,2,0
20323107,2013,1,2,2,el Poblenou,Sant Martí,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(433630.970956406, 4583741.86749045)",1316.17983204,1,0
20328064,2017,1,2,2,el Raval,Ciutat Vella,Private room,1,1,1,75,4,120,25,2025-01-04,4.59,4.82,4.82,4.88,4.54,"c(430407.242359426, 4581366.13789233)",1316.17983204,1,1
19963099,2020,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,3,3,NA,31,0,0,2019-05-10,5,5,5,5,5,"c(430864.051926139, 4583842.14556922)",1334.33646724,2,0
19963459,2012,1,2,1,Sant Antoni,Eixample,Entire home/apt,2,2,4,232,346,72,15,2024-11-14,4.52,4.46,4.42,4.85,4.25,"c(429775.051896204, 4581539.89015335)",1316.17983204,1,1
19963950,2017,1,2,2,el Raval,Ciutat Vella,Private room,NA,2,NA,NA,0,0,0,2019-09-28,4.93,4.89,4.95,4.82,4.86,"c(430150.53129415, 4581194.29273497)",1316.17983204,1,0
19968192,2017,2,2,2,el Raval,Ciutat Vella,Entire home/apt,1,1,2,69,301,255,4,2024-12-01,4.83,4.96,5,4.63,4.75,"c(430552.714221277, 4581362.52176043)",1316.17983204,1,1
19974416,2016,2,2,2,el Raval,Ciutat Vella,Private room,1,1,1,86,248,255,92,2025-03-03,4.78,4.93,4.91,4.9,4.63,"c(430645.65549111, 4581636.98243704)",1316.17983204,1,1
19976748,2017,1,2,2,la Dreta de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,2019-10-22,4.88,4.92,4.79,4.92,4.54,"c(430589.564728612, 4583637.14738984)",1316.17983204,1,0
19978670,2015,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(430078.452243137, 4583863.01245547)",1334.33646724,2,0
19983618,2016,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Private room,1,1,1,30,342,0,0,2022-08-30,4.35,4.85,4.77,4.97,4.46,"c(429320.456639063, 4581228.9877118)",1334.33646724,2,0
20346113,2017,1,2,1,l'Antiga Esquerra de l'Eixample,Eixample,Private room,NA,2,NA,NA,0,0,0,2017-09-17,5,5,5,5,5,"c(429179.318265934, 4582360.64165459)",1316.17983204,1,0
20353402,2017,1,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,3,2,2,166,301,90,10,2025-02-21,4.61,4.92,4.93,4.87,4.5,"c(430808.068276907, 4582882.2810968)",1316.17983204,1,1
20357039,2012,2,2,2,el Raval,Ciutat Vella,Entire home/apt,2,2,3,159,140,124,2,2024-08-06,4.78,4.89,5,4.78,4.89,"c(430184.319105239, 4581316.09866741)",1316.17983204,1,1
20371070,2017,1,2,2,el Parc i la Llacuna del Poblenou,Sant Martí,Private room,1,1,1,26,1,255,5,2024-12-31,4.76,4.93,4.78,4.7,4.7,"c(432118.605041926, 4583819.17316487)",1334.33646724,2,1
20378869,2017,1,2,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,2017-08-24,5,NA,5,NA,NA,"c(431645.111707725, 4581745.17520584)",1316.17983204,1,0
20381407,2017,1,2,1,el Poblenou,Sant Martí,Private room,NA,NA,NA,NA,0,0,0,2017-09-18,5,4,4,4,5,"c(433480.46851807, 4583192.54982427)",1316.17983204,1,0
20382103,2017,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,2020-07-19,4.84,4.83,4.77,4.81,4.66,"c(428531.20093732, 4582094.98458568)",1334.33646724,2,0
20388215,2017,1,2,2,el Besòs i el Maresme,Sant Martí,Private room,1,1,1,380,90,0,0,2022-11-24,4.73,4.84,4.8,4.41,4.53,"c(434419.327372804, 4585223.56802765)",474.370862243,3,0
19989745,2016,1,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,2017-08-15,5,5,5,4,5,"c(428847.469919373, 4582625.92256394)",1316.17983204,1,0
19995421,2017,1,2,1,el Poble Sec,Sants-Montjuïc,Private room,NA,2,NA,NA,0,0,0,2017-09-01,4.8,5,4.8,4.8,4.8,"c(430207.648775262, 4580438.74824069)",1316.17983204,1,0
19995428,2014,1,2,1,la Barceloneta,Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,2017-09-16,4,5,4.5,5,4,"c(432382.677831355, 4581211.98225814)",1316.17983204,1,0
19995748,2017,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,2,2,3,NA,227,255,52,2025-03-01,4.99,5,5,4.99,4.86,"c(430457.526214733, 4581987.41549111)",1316.17983204,1,1
20002590,2017,1,2,1,el Poble Sec,Sants-Montjuïc,Private room,NA,NA,NA,NA,0,0,0,2017-08-24,4,5,5,4,4.5,"c(430129.812640731, 4580346.23412329)",1316.17983204,1,0
20004294,2015,1,2,1,les Corts,Les Corts,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(428222.046676697, 4582371.17338382)",1334.33646724,2,0
20023860,2016,1,2,2,la Sagrada Família,Eixample,Private room,NA,NA,NA,NA,0,0,0,2019-09-13,3.6,4.74,4.67,4.93,4.14,"c(430824.351565295, 4584236.67741498)",1334.33646724,2,0
20028272,2016,1,2,2,el Raval,Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,2018-08-29,4.6,4.9,4.7,4.9,4.9,"c(430845.219913785, 4580730.19354418)",1316.17983204,1,0
20043458,2017,1,2,1,el Poble Sec,Sants-Montjuïc,Private room,NA,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(429725.032075366, 4580434.52869508)",1316.17983204,1,0
20045088,2017,1,2,2,la Dreta de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,2017-09-07,4.4,4.8,4.8,4.8,4.8,"c(429921.707309605, 4582609.89906633)",1316.17983204,1,0
20400093,2017,1,2,1,el Congrés i els Indians,Sant Andreu,Private room,NA,2,NA,NA,0,0,0,2017-08-25,5,5,5,5,5,"c(431508.768447441, 4586071.02958973)",1081.44121605,3,0
20404153,2017,1,2,1,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,NA,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431572.71816897, 4582225.50081546)",1316.17983204,1,0
20423057,2016,1,2,2,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Entire home/apt,2,2,3,135,271,246,40,2025-02-19,4.63,4.76,4.74,4.76,4.39,"c(428722.99879732, 4583486.51429605)",1334.33646724,2,1
20428771,2016,1,2,1,el Poble Sec,Sants-Montjuïc,Private room,NA,NA,NA,NA,0,0,0,2018-08-28,3,4,4.67,4.33,3.67,"c(430108.821283874, 4580250.95196906)",1316.17983204,1,0
20429804,2016,1,2,2,el Raval,Ciutat Vella,Private room,NA,2,NA,NA,0,0,0,2020-02-03,4.69,4.93,4.93,4.95,4.75,"c(430806.599361492, 4581152.46997497)",1316.17983204,1,0
20059988,2016,2,2,2,el Parc i la Llacuna del Poblenou,Sant Martí,Entire home/apt,3,5,19,550,330,0,0,2019-05-19,5,5,5,4.6,4.8,"c(432270.902947535, 4582941.73352244)",1334.33646724,2,0
20060181,2017,1,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,3,2,2,183,305,78,6,2025-02-23,4.52,4.82,4.83,4.82,4.43,"c(430808.068276907, 4582882.2810968)",1316.17983204,1,1
20061032,2014,1,2,2,el Parc i la Llacuna del Poblenou,Sant Martí,Entire home/apt,1,1,2,100,0,255,54,2025-02-19,4.77,4.87,4.84,4.68,4.54,"c(432688.872529622, 4583655.07923623)",1334.33646724,2,1
20066087,2017,2,2,2,el Fort Pienc,Eixample,Entire home/apt,1,1,2,58,0,255,5,2025-02-06,4.88,4.63,5,4.88,4.75,"c(431072.383171667, 4583333.86830053)",1334.33646724,2,1
20066721,2017,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,4,5,7,586,278,255,64,2025-03-10,4.98,4.96,4.93,4.97,4.84,"c(429437.686867176, 4583047.61153554)",1316.17983204,1,1
20074443,2015,1,2,2,la Sagrera,Sant Andreu,Entire home/apt,1,2,2,63,251,128,2,2024-11-11,4.5,4.5,5,5,4.75,"c(432327.403355366, 4585944.52635075)",1081.44121605,3,1
20082710,2017,1,2,1,el Poble Sec,Sants-Montjuïc,Private room,NA,2,NA,NA,0,0,0,2018-05-01,4.38,4.85,4.77,4.69,4.54,"c(429418.186678315, 4580616.26627872)",1316.17983204,1,0
20086013,2017,1,2,1,la Sagrada Família,Eixample,Private room,NA,2,NA,NA,0,0,0,2017-09-25,3.83,4.83,4.83,5,4.67,"c(430989.254244868, 4583734.36356954)",1334.33646724,2,0
20431369,2017,1,2,1,la Vila de Gràcia,Gràcia,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(429292.869586576, 4583628.59688208)",1316.17983204,1,0
20433221,2017,2,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,2,3,3,96,193,255,41,2025-02-12,4.73,4.92,4.95,4.94,4.7,"c(430219.749397738, 4580566.31451964)",1316.17983204,1,1
20433471,2017,1,2,2,la Vall d'Hebron,Horta-Guinardó,Private room,NA,NA,NA,NA,0,0,0,2017-10-09,4.89,5,5,4.5,4.88,"c(429131.433424493, 4587204.22237308)",850.437775277,3,0
20436360,2016,1,2,2,la Marina de Port,Sants-Montjuïc,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(427914.384471744, 4579768.36847713)",272.562045197,3,0
20455195,2017,1,2,1,la Sagrada Família,Eixample,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431295.278552944, 4583916.87154077)",1334.33646724,2,0
20464646,2016,1,2,2,la Barceloneta,Ciutat Vella,Entire home/apt,1,1,1,140,146,168,31,2025-02-25,4.51,4.64,4.7,4.88,4.29,"c(432199.715621151, 4580784.01357556)",1316.17983204,1,1
20472746,2014,2,2,2,Vilapicina i la Torre Llobeta,Nou Barris,Entire home/apt,7,8,15,1210,212,60,8,2025-03-02,5,5,5,4.77,4.86,"c(430558.542298043, 4586589.71137045)",1081.44121605,3,1
20486543,2017,2,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,2,3,4,171,234,198,34,2025-02-26,4.79,4.84,4.87,4.78,4.66,"c(429154.371237153, 4582716.62320714)",1316.17983204,1,1
20486545,2017,2,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,2,4,6,213,234,255,63,2025-03-05,4.7,4.84,4.85,4.71,4.65,"c(429163.54891564, 4582740.29371155)",1316.17983204,1,1
20486551,2017,2,2,2,Hostafrancs,Sants-Montjuïc,Entire home/apt,2,3,5,159,49,255,62,2025-03-03,4.9,4.91,4.89,4.74,4.7,"c(428370.053987625, 4580688.83566235)",1316.17983204,1,1
20600010,2017,1,2,1,Vallcarca i els Penitents,Gràcia,Private room,NA,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(428807.74280776, 4584877.99231726)",1334.33646724,2,0
20614422,2013,2,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,3,3,80,178,42,6,2025-03-03,4.95,4.95,5,5,4.95,"c(431451.179818838, 4581663.73607068)",1316.17983204,1,1
20618555,2017,1,2,1,el Fort Pienc,Eixample,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431674.921382255, 4583486.92949589)",1334.33646724,2,0
20618773,2017,1,2,1,la Nova Esquerra de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,2019-02-18,5,4.98,4.98,4.92,4.79,"c(429361.783335104, 4581693.79611908)",1334.33646724,2,0
20619044,2013,2,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,2022-07-08,4.5,4.88,4.75,4.88,4.63,"c(429584.064759055, 4581678.30911534)",1316.17983204,1,0
20626518,2015,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,2,3,3,195,0,255,67,2025-03-09,4.94,4.94,4.93,4.93,4.87,"c(430573.976483074, 4583406.35667402)",1316.17983204,1,1
20629159,2014,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Private room,NA,NA,NA,NA,0,0,0,2020-03-04,4.69,4.63,4.75,4.88,4.56,"c(430585.777201788, 4584026.89537323)",1334.33646724,2,0
20629249,2011,1,2,2,Vallcarca i els Penitents,Gràcia,Private room,NA,NA,NA,NA,0,0,0,2020-02-27,5,4.96,5,4.79,4.96,"c(428844.037499157, 4585254.02639884)",1334.33646724,2,0
20629832,2016,2,2,2,la Dreta de l'Eixample,Eixample,Private room,NA,2,NA,NA,0,255,11,2024-11-15,5,4.95,5,5,4.84,"c(430663.856135172, 4582926.96136442)",1316.17983204,1,1
20633681,2014,1,2,2,la Sagrada Família,Eixample,Private room,NA,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431325.181615883, 4584337.38692154)",1334.33646724,2,0
20486557,2017,2,2,2,Hostafrancs,Sants-Montjuïc,Entire home/apt,1,2,3,146,103,162,29,2025-03-01,4.72,4.84,4.79,4.7,4.6,"c(428370.693853915, 4580668.95511906)",1316.17983204,1,1
20489402,2016,1,2,1,Sant Gervasi - la Bonanova,Sarrià-Sant Gervasi,Private room,NA,2,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(427750.331677027, 4583782.61013226)",1092.73224987,3,0
20489907,2013,1,2,2,Vallcarca i els Penitents,Gràcia,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(428688.514773711, 4585077.90927894)",1334.33646724,2,0
20490455,2017,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,2018-08-23,4.88,4.63,4.63,4.5,4.25,"c(428811.485274553, 4581601.47599805)",1334.33646724,2,0
20490744,2017,1,2,2,el Poble Sec,Sants-Montjuïc,Private room,1,1,1,59,364,0,0,2023-05-01,4.89,4.79,4.68,4.84,4.84,"c(429701.795696129, 4580625.72333002)",1316.17983204,1,0
20532252,2017,1,2,2,el Besòs i el Maresme,Sant Martí,Entire home/apt,1,2,2,35,1,0,1,2024-03-02,4.9,5,5,4.75,4.95,"c(434793.259558208, 4584982.59000507)",474.370862243,3,1
20534796,2014,1,2,2,el Poblenou,Sant Martí,Entire home/apt,1,2,1,100,223,255,4,2025-01-05,4.57,5,5,4.93,4.86,"c(433840.779034845, 4583739.94754623)",1316.17983204,1,1
20535865,2013,1,2,2,el Fort Pienc,Eixample,Entire home/apt,1,3,6,120,19,12,2,2024-08-19,3.73,4.36,4.45,4.27,3.55,"c(431573.634511422, 4582765.09019594)",1334.33646724,2,1
20635071,2017,1,2,2,Vallcarca i els Penitents,Gràcia,Entire home/apt,1,2,3,NA,0,0,0,2017-10-01,4.5,5,5,4.5,5,"c(428306.778827626, 4585017.28286878)",850.437775277,3,0
20638468,2012,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,1,2,NA,0,0,0,2017-12-31,5,5,5,5,5,"c(431524.283193738, 4581789.61710686)",1316.17983204,1,0
20647444,2017,2,2,2,la Sagrada Família,Eixample,Entire home/apt,1,2,4,234,134,228,44,2025-03-10,4.88,4.92,4.96,4.98,4.8,"c(431128.257699883, 4584012.7064169)",1334.33646724,2,1
20649362,2017,2,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,3,182,0,186,30,2025-03-03,4.72,4.81,4.75,4.71,4.63,"c(429163.585828694, 4582744.06834527)",1316.17983204,1,1
20669488,2017,1,2,1,el Besòs i el Maresme,Sant Martí,Private room,NA,NA,NA,NA,0,0,0,2019-10-29,4.68,4.89,4.68,4.6,4.51,"c(434480.853764862, 4584911.02235753)",474.370862243,3,0
20671406,2014,2,2,2,Vilapicina i la Torre Llobeta,Nou Barris,Private room,1,1,1,28,189,64,1,2024-11-04,5,5,5,5,5,"c(431262.69908978, 4586647.38385538)",1081.44121605,3,1
20684126,2017,1,2,2,la Dreta de l'Eixample,Eixample,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(430247.276833451, 4583425.04003057)",1316.17983204,1,0
20692509,2014,2,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,2,2,2,155,262,255,63,2025-02-26,4.94,4.91,4.93,4.91,4.75,"c(429680.687828998, 4582242.50809298)",1316.17983204,1,1
20704768,2015,1,2,2,el Poblenou,Sant Martí,Private room,NA,3,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(433759.70798278, 4583741.79898214)",1316.17983204,1,0
20548782,2017,2,2,2,Sants - Badal,Sants-Montjuïc,Private room,1,1,0,41,114,192,32,2024-10-31,4.61,4.96,4.97,4.81,4.77,"c(427054.534206124, 4581016.05838233)",272.562045197,3,1
20554055,2017,1,2,2,el Raval,Ciutat Vella,Private room,1,1,1,114,5,222,41,2025-02-17,4.67,4.82,4.85,4.87,4.67,"c(430575.36689109, 4581632.10410234)",1316.17983204,1,1
20565464,2015,1,2,2,el Fort Pienc,Eixample,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431678.540147501, 4583161.58180594)",1334.33646724,2,0
20567444,2013,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,1,2,90,1,0,0,2022-03-10,4.65,4.76,5,4.94,4.71,"c(431543.224787765, 4581581.81526145)",1316.17983204,1,0
20579430,2013,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,3,4,99,153,255,5,2024-12-05,4.94,5,5,5,4.83,"c(430249.557295675, 4583054.18128652)",1316.17983204,1,1
20587251,2016,1,2,1,el Baix Guinardó,Horta-Guinardó,Private room,NA,NA,NA,NA,0,0,0,2018-11-14,5,5,4.83,4.67,4.83,"c(430198.120501603, 4585089.84097752)",1334.33646724,2,0
20595369,2017,2,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,2,3,4,147,313,255,41,2025-03-02,4.91,4.92,4.96,4.87,4.77,"c(429523.833083244, 4582449.43604017)",1316.17983204,1,1
20596590,2012,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,2,2,NA,0,64,1,2024-05-01,4.67,5,4.83,5,5,"c(431661.316713806, 4581424.15081869)",1316.17983204,1,1
20599589,2017,1,2,2,el Raval,Ciutat Vella,Private room,1,1,1,91,4,192,39,2025-01-02,4.68,4.73,4.73,4.81,4.67,"c(430616.812291707, 4581593.95742138)",1316.17983204,1,1
21049329,2017,1,2,1,Navas,Sant Andreu,Private room,NA,NA,NA,NA,0,0,0,2017-10-23,4.4,4,4.8,3.6,3.8,"c(431694.27904319, 4585449.73452762)",1081.44121605,3,0
21050009,2013,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,1,1,2,177,189,6,1,2024-05-24,4,4.67,5,5,3.67,"c(431234.729323669, 4582381.92035284)",1316.17983204,1,1
21050572,2014,1,2,1,el Barri Gòtic,Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431026.202974694, 4581644.45293938)",1316.17983204,1,0
20734492,2017,2,2,2,la Dreta de l'Eixample,Eixample,Private room,1,1,1,26,364,64,1,2024-07-22,4.69,4.77,4.69,4.77,4.65,"c(430640.431490063, 4583711.04938283)",1316.17983204,1,1
20743617,2016,1,2,2,el Fort Pienc,Eixample,Private room,2,1,1,25,324,64,2,2024-10-01,5,5,5,5,4.67,"c(431221.688182769, 4583033.78178152)",1334.33646724,2,1
20744189,2017,1,2,1,Sants,Sants-Montjuïc,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(428193.916824904, 4581641.98860561)",1334.33646724,2,0
20754781,2017,1,2,2,el Poble Sec,Sants-Montjuïc,Private room,NA,2,NA,NA,0,0,0,2020-02-23,4.39,4.87,4.84,4.58,4.37,"c(429872.385610257, 4580277.66162426)",1316.17983204,1,0
20757415,2017,1,2,2,el Fort Pienc,Eixample,Private room,1,1,1,140,90,0,0,2022-07-28,4.62,4.76,4.8,4.8,4.56,"c(431138.702395842, 4583313.1643974)",1334.33646724,2,0
20776827,2012,1,2,1,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,2,4,7,265,2,114,19,2025-03-01,4.68,4.42,4.7,4.77,4.44,"c(429118.147742852, 4582859.76123281)",1316.17983204,1,1
20778297,2017,1,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,3,NA,0,0,0,2020-03-21,4.56,4.89,4.78,4.89,4.44,"c(429357.489478185, 4582196.79956771)",1316.17983204,1,0
20778861,2017,2,2,2,el Putxet i el Farró,Sarrià-Sant Gervasi,Entire home/apt,1,2,3,NA,0,0,0,2021-11-03,4.88,4.98,4.98,4.74,4.7,"c(428099.757447134, 4584707.34200362)",1092.73224987,3,0
21053811,2017,1,2,2,el Parc i la Llacuna del Poblenou,Sant Martí,Private room,NA,NA,NA,NA,0,156,34,2025-03-06,4.78,4.77,4.65,4.89,4.52,"c(431921.435789924, 4582586.38825673)",1334.33646724,2,1
21057885,2017,1,2,2,el Besòs i el Maresme,Sant Martí,Private room,1,1,1,400,0,0,0,2022-09-03,5,5,5,4.57,4.86,"c(434585.787391486, 4584868.9930126)",474.370862243,3,0
21064083,2011,1,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,2,3,3,205,0,138,26,2025-02-09,4.66,4.78,4.82,4.82,4.63,"c(430871.350434245, 4582942.74265096)",1316.17983204,1,1
21073225,2016,1,2,2,el Raval,Ciutat Vella,Entire home/apt,1,2,3,148,197,255,41,2025-02-09,4.8,4.57,4.67,4.96,4.55,"c(430263.372979505, 4581883.80433627)",1316.17983204,1,1
21095683,2017,1,2,1,el Carmel,Horta-Guinardó,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(429595.93382372, 4585993.90278919)",850.437775277,3,0
21101179,2017,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(431360.525886903, 4582421.80788155)",1316.17983204,1,0
