id,host_since,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,room_type,bathrooms,bedrooms,beds,price,availability_365,estimated_occupancy_l365d,number_of_reviews_ly,last_review,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,geometry,AREA,zona_peuat,Reviews
18674,2010,1,2,2,la Sagrada Família,Eixample,Entire home/apt,2,3,6,179,147,30,5,2024-09-16,4.59,4.73,4.7,4.8,4.32,"c(430844.038602544, 4584109.91634756)",1334.33646724,2,1
23197,2010,0,2,2,el Besòs i el Maresme,Sant Martí,Entire home/apt,2,3,4,251,0,48,7,2025-01-03,4.89,4.94,4.99,4.63,4.66,"c(434790.297653753, 4584836.2515562)",474.370862243,3,1
32711,2010,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire home/apt,1,2,3,104,107,186,37,2025-03-04,4.4,4.88,4.89,4.89,4.49,"c(430637.689952891, 4584122.99310634)",1334.33646724,2,1
34241,2010,1,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,1,1,1,157,327,255,17,2024-11-05,4.55,4.68,4.68,4.73,4.23,"c(431030.82248413, 4581339.08085736)",1316.17983204,1,1
34981,2010,1,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,3,4,6,401,191,255,34,2025-02-02,4.65,4.68,4.7,4.66,4.43,"c(431118.57008692, 4581244.98246739)",1316.17983204,1,1
36763,2010,1,2,2,la Barceloneta,Ciutat Vella,Private room,1,1,1,46,89,0,0,2023-12-13,4.71,4.93,4.92,4.92,4.82,"c(432349.264901869, 4581305.55754919)",1316.17983204,1,0
40983,2010,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,2,149,262,255,61,2025-02-22,4.53,4.83,4.83,4.89,4.48,"c(430474.764364221, 4583086.43493105)",1316.17983204,1,1
41952,2010,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire home/apt,2,2,4,199,296,156,27,2024-11-10,4.22,4.55,4.48,4.7,4.19,"c(430577.530115635, 4584125.79026402)",1334.33646724,2,1
320506,2012,1,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,1,1,1,122,129,32,5,2024-12-01,4.78,4.91,4.89,4.69,4.68,"c(430535.783456686, 4580381.19245244)",1316.17983204,1,1
323854,2012,1,2,2,la Sagrada Família,Eixample,Private room,NA,NA,NA,NA,0,0,0,2014-07-29,4.24,4.9,4.67,4.48,4.67,"c(431040.990695044, 4584426.69078351)",1334.33646724,2,0
330723,2012,1,2,2,el Raval,Ciutat Vella,Private room,2,1,1,21,62,186,3,2025-01-19,4.68,4.75,4.54,4.54,4.56,"c(430691.978042153, 4580797.16399777)",1316.17983204,1,1
330745,2011,1,2,2,la Vila Olímpica del Poblenou,Sant Martí,Entire home/apt,2,2,2,220,0,0,0,2015-06-22,4.76,4.82,5,4.94,4.47,"c(432780.763857736, 4582116.48680396)",1316.17983204,1,0
330766,2012,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,3,123,5,255,47,2025-02-27,4.86,4.98,4.99,4.98,4.83,"c(431029.832829989, 4582464.91903564)",1316.17983204,1,1
330957,2011,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,3,4,159,317,255,73,2025-02-23,4.77,4.88,4.89,4.83,4.7,"c(430665.031398898, 4583252.72488486)",1316.17983204,1,1
337755,2012,2,2,2,la Vila Olímpica del Poblenou,Sant Martí,Entire home/apt,1,1,2,172,52,126,22,2025-02-25,4.43,4.99,4.99,4.85,4.31,"c(432555.422272153, 4582647.33537737)",1316.17983204,1,1
341563,2011,1,2,2,les Corts,Les Corts,Entire home/apt,1,1,2,160,365,0,0,2012-04-26,5,5,5,5,5,"c(427318.758620609, 4581595.19912096)",1334.33646724,2,0
343861,2012,1,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,1,147,162,66,11,2025-02-04,4.43,4.79,4.83,4.74,4.15,"c(430231.189274196, 4583490.7021217)",1316.17983204,1,1
49968,2010,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire home/apt,1,2,7,126,97,174,31,2025-02-24,4.42,4.92,4.95,4.88,4.59,"c(430638.568343483, 4584127.42585158)",1334.33646724,2,1
58512,2010,2,2,2,el Camp de l'Arpa del Clot,Sant Martí,Entire home/apt,2,3,3,139,16,126,19,2025-01-07,4.47,4.67,4.78,4.38,4.51,"c(431628.2229795, 4584738.66336363)",474.370862243,3,1
68547,2011,2,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,2,2,2,162,365,62,1,2024-09-08,4.31,4.92,4.93,4.9,4.67,"c(431264.092767822, 4581334.64395383)",1316.17983204,1,1
71520,2011,1,2,1,Vallcarca i els Penitents,Gràcia,Entire home/apt,3,3,5,315,0,0,0,2011-06-23,5,5,5,4,5,"c(427552.528207135, 4585568.84106352)",850.437775277,3,0
71553,2011,1,2,1,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,1,162,255,18,2,2025-02-17,4.45,4.43,4.6,4.57,4.13,"c(431008.059057716, 4583163.4965581)",1316.17983204,1,1
71736,2011,1,2,2,el Raval,Ciutat Vella,Entire home/apt,1,4,5,70,365,62,1,2024-05-31,3.25,3.88,3.75,4.25,3.75,"c(430317.929084973, 4581470.25277742)",1316.17983204,1,1
72436,2011,1,2,2,el Poblenou,Sant Martí,Entire home/apt,1,1,2,173,240,255,121,2025-02-27,4.77,4.76,4.8,4.79,4.52,"c(433738.70061525, 4583364.49636717)",1316.17983204,1,1
72793,2011,1,2,2,el Raval,Ciutat Vella,Entire home/apt,1,2,2,69,1,0,0,2014-08-27,4,5,5,4,4,"c(430235.237671773, 4581393.32834971)",1316.17983204,1,0
343864,2012,1,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,2,3,5,151,160,108,15,2025-01-24,4.48,4.81,4.81,4.83,4.26,"c(429695.002355085, 4584319.72494983)",1316.17983204,1,1
343866,2012,1,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,2,3,4,171,135,255,39,2025-02-11,4.53,4.76,4.8,4.9,4.34,"c(429423.901514498, 4583949.30377867)",1316.17983204,1,1
345129,2011,1,2,1,el Barri Gòtic,Ciutat Vella,Private room,NA,1,NA,NA,0,0,0,2013-10-15,4.56,4.63,4.53,4.97,4.66,"c(430711.165846177, 4581841.75853983)",1316.17983204,1,0
346018,2012,1,2,2,el Parc i la Llacuna del Poblenou,Sant Martí,Private room,1,1,1,81,216,0,0,2019-10-09,5,5,5,5,5,"c(432119.854484076, 4582614.50384626)",1334.33646724,2,0
347824,2011,1,2,2,la Barceloneta,Ciutat Vella,Entire home/apt,1,1,3,174,350,0,1,2024-02-19,4,2.67,3.67,5,4,"c(432351.778240311, 4580858.09166571)",1316.17983204,1,1
351395,2011,2,2,2,el Fort Pienc,Eixample,Entire home/apt,2,3,4,167,251,78,13,2025-03-09,4.61,4.75,4.73,4.76,4.38,"c(431425.656936693, 4582677.66680188)",1334.33646724,2,1
352772,2012,2,2,2,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,2,207,224,252,41,2025-02-23,4.67,4.77,4.78,4.75,4.56,"c(429027.013230219, 4581493.88415745)",1334.33646724,2,1
353640,2012,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,2,2,NA,172,12,2,2024-08-31,4.55,4.74,4.88,4.97,4.53,"c(431782.956862179, 4581731.66302482)",1316.17983204,1,1
72794,2011,1,2,2,el Raval,Ciutat Vella,Entire home/apt,1,1,1,48,365,0,0,2014-08-23,4,4,4.14,4.14,3.83,"c(430238.921811245, 4581515.42441138)",1316.17983204,1,0
73683,2010,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire home/apt,2,4,14,279,91,168,31,2025-02-10,4.41,4.84,4.9,4.8,4.53,"c(430639.234027721, 4584109.65483427)",1334.33646724,2,1
75411,2011,2,2,2,el Clot,Sant Martí,Entire home/apt,1,3,3,146,79,132,23,2025-02-09,4.39,4.9,4.91,4.77,4.38,"c(432004.676257971, 4584238.81965653)",474.370862243,3,1
80004,2011,2,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,1,3,3,117,173,210,18,2025-02-13,4.73,4.82,4.87,4.72,4.63,"c(430345.316422111, 4580578.43021353)",1316.17983204,1,1
83283,2011,1,2,2,Sant Antoni,Eixample,Private room,NA,NA,NA,NA,18,72,12,2025-02-09,4.74,4.45,4.73,4.84,4.32,"c(429886.313334809, 4581544.36419696)",1316.17983204,1,1
357576,2012,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,1,3,3,218,192,255,74,2025-03-02,4.93,4.99,4.99,4.96,4.86,"c(429363.227616111, 4584070.91748334)",1316.17983204,1,1
359841,2012,1,2,2,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,Entire home/apt,1,2,2,131,160,255,64,2025-03-01,4.58,4.91,4.89,4.67,4.64,"c(433802.39851485, 4584022.30923781)",1334.33646724,2,1
360863,2012,1,2,1,la Barceloneta,Ciutat Vella,Private room,NA,NA,NA,NA,0,0,0,2015-10-21,4.84,4.91,4.94,4.71,4.74,"c(432756.266097425, 4581729.22671848)",1316.17983204,1,0
363601,2012,1,2,2,el Raval,Ciutat Vella,Entire home/apt,1,2,2,NA,0,0,0,2018-08-23,4.39,4.52,4.67,4.54,4.13,"c(430853.3207903, 4581228.63364943)",1316.17983204,1,0
364030,2012,1,2,2,Sant Antoni,Eixample,Entire home/apt,1,2,2,148,277,222,40,2025-02-15,4.65,4.72,4.77,4.79,4.55,"c(429968.964571735, 4580786.73514915)",1316.17983204,1,1
365911,2011,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,1,3,3,164,321,18,5,2024-12-17,4.59,4.77,4.83,4.83,4.57,"c(429222.221833286, 4581188.86573674)",1334.33646724,2,1
370665,2011,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,3,4,180,365,192,3,2024-08-19,4.8,5,5,5,5,"c(431537.590716394, 4581870.54201238)",1316.17983204,1,1
373667,2011,1,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,1,1,3,254,358,6,2,2024-10-28,4.8,5,4.8,5,4.6,"c(431538.443288453, 4581429.75174866)",1316.17983204,1,1
89756,2011,2,2,2,el Raval,Ciutat Vella,Entire home/apt,1,3,7,332,256,24,2,2024-05-10,4.52,4.88,4.92,4.8,4.44,"c(430376.466224805, 4581122.17063905)",1316.17983204,1,1
89776,2012,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,2,119,337,240,42,2025-02-16,4.8,4.91,4.91,4.93,4.71,"c(431284.711490562, 4582626.81906598)",1316.17983204,1,1
95719,2011,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,1,1,0,70,1,0,0,2022-10-06,4.86,4.81,4.88,4.93,4.63,"c(431424.201319766, 4581817.21042206)",1316.17983204,1,0
110041,2011,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire home/apt,1,1,2,94,314,186,34,2025-02-23,4.24,4.32,4.42,4.68,4.07,"c(430326.1103218, 4583798.44894195)",1334.33646724,2,1
112538,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,2,3,6,386,1,90,17,2024-11-29,4.57,4.63,4.61,4.84,4.43,"c(431010.563055836, 4584216.02574011)",1334.33646724,2,1
377161,2011,1,2,2,el Coll,Gràcia,Entire home/apt,1,2,3,126,228,255,60,2025-03-08,4.7,4.9,4.89,4.55,4.61,"c(428860.098177974, 4585612.49489914)",850.437775277,3,1
384063,2011,1,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,2,3,4,164,1,6,1,2024-05-19,4.38,4.63,4.25,4.25,3.75,"c(431151.147512979, 4583088.85601484)",1316.17983204,1,1
384464,2011,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,1,800,2,12,8,2024-05-14,4.98,4.97,4.99,5,4.92,"c(430586.674181956, 4582375.88768619)",1316.17983204,1,1
385049,2012,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,3,2,NA,0,36,7,2024-09-29,4.75,4.83,4.8,4.9,4.54,"c(431738.860356888, 4581488.92657392)",1316.17983204,1,1
393717,2012,0,2,2,el Raval,Ciutat Vella,Entire home/apt,1,2,4,131,1,255,53,2025-03-07,4.45,4.84,4.86,4.64,4.52,"c(430236.100305081, 4581222.33594352)",1316.17983204,1,1
399772,2012,2,2,2,la Nova Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,2,178,97,255,53,2025-02-28,4.91,4.86,4.92,4.75,4.74,"c(428965.215802777, 4581587.75413144)",1334.33646724,2,1
402369,2011,1,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,1,2,5,217,355,0,0,2015-08-17,4.45,4.64,4.64,4.45,4.18,"c(431284.733842585, 4581306.69112919)",1316.17983204,1,0
117010,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,2,3,6,339,256,72,10,2025-02-23,4.65,4.82,4.87,4.88,4.62,"c(431007.992068434, 4584209.3885051)",1334.33646724,2,1
118228,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,2,3,5,386,1,66,10,2025-01-03,4.68,4.63,4.79,4.91,4.57,"c(431010.563055836, 4584216.02574011)",1334.33646724,2,1
128463,2011,1,2,2,Sants,Sants-Montjuïc,Entire home/apt,2,1,1,128,0,228,36,2025-03-08,4.93,4.94,4.9,4.72,4.8,"c(427799.028392305, 4580363.52279497)",1334.33646724,2,1
135513,2011,2,2,2,el Poblenou,Sant Martí,Entire home/apt,1,3,3,180,213,252,34,2025-03-01,4.71,4.7,4.8,4.85,4.61,"c(433483.333245542, 4583231.38328108)",1316.17983204,1,1
408599,2012,1,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,2,3,3,164,286,255,95,2025-02-16,4.58,4.82,4.92,4.84,4.59,"c(429631.183919724, 4580588.6587346)",1316.17983204,1,1
417239,2012,1,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,1,2,4,96,259,124,3,2024-12-30,4.73,4.77,4.81,4.85,4.6,"c(429530.208367238, 4583963.812492)",1316.17983204,1,1
424137,2012,1,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,2,2,3,209,0,198,36,2025-02-14,4.8,4.68,4.82,4.87,4.65,"c(430980.547440572, 4581240.74424944)",1316.17983204,1,1
424294,2011,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,1,2,306,358,0,0,2012-09-28,4.67,4.33,5,5,4.33,"c(431389.356714836, 4582199.47790573)",1316.17983204,1,0
425639,2012,2,2,2,el Putxet i el Farró,Sarrià-Sant Gervasi,Entire home/apt,3,4,5,578,0,54,8,2025-03-07,4.82,4.95,4.93,4.77,4.62,"c(428586.435734442, 4584473.80319603)",1334.33646724,2,1
432482,2011,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,2,4,281,224,255,65,2025-03-05,4.89,4.86,4.89,4.96,4.78,"c(429881.008575265, 4582551.44754644)",1316.17983204,1,1
438102,2012,1,2,1,el Fort Pienc,Eixample,Private room,2,1,1,44,64,0,0,2019-11-30,4.86,4.92,4.92,4.83,4.76,"c(431553.569479775, 4583295.99601949)",1334.33646724,2,0
439057,2012,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,2,2,3,175,156,255,66,2025-02-24,4.61,4.72,4.81,4.91,4.65,"c(429607.688100117, 4583506.72849866)",1316.17983204,1,1
443110,2012,1,2,1,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,2,224,281,30,5,2024-11-30,4.79,4.89,4.81,4.68,4.43,"c(429121.424338481, 4582167.49523063)",1316.17983204,1,1
136670,2011,2,2,2,Pedralbes,Les Corts,Private room,1,1,1,42,297,255,4,2025-02-09,4.54,4.81,4.78,4.79,4.6,"c(426594.401167441, 4582237.59244722)",1092.73224987,3,1
138055,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,2,3,6,449,0,168,29,2025-01-05,4.61,4.63,4.71,4.91,4.57,"c(431010.563055836, 4584216.02574011)",1334.33646724,2,1
443222,2012,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,2,4,195,200,216,27,2025-02-24,4.74,4.83,4.85,4.81,4.59,"c(431091.941615135, 4584598.30047367)",1334.33646724,2,1
443909,2012,2,2,2,el Barri Gòtic,Ciutat Vella,Private room,1,1,1,32,152,255,10,2025-02-02,4.75,4.87,4.87,4.91,4.76,"c(431139.398808206, 4580972.76518815)",1316.17983204,1,1
449854,2011,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,1,2,106,98,184,27,2024-11-24,4.65,4.84,4.83,4.84,4.41,"c(431456.801106144, 4582081.14941647)",1316.17983204,1,1
449999,2011,1,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,2,127,0,255,31,2025-03-01,4.6,4.8,4.74,4.9,4.45,"c(431103.703850767, 4582319.87900089)",1316.17983204,1,1
451758,2011,1,2,2,el Raval,Ciutat Vella,Entire home/apt,1,1,2,130,56,224,27,2025-02-21,4.78,4.83,4.86,4.71,4.59,"c(430341.80408473, 4581431.1632148)",1316.17983204,1,1
456333,2012,1,2,2,el Fort Pienc,Eixample,Private room,NA,NA,NA,NA,0,0,0,2017-11-01,4.9,4.93,4.95,4.83,4.88,"c(431119.183463431, 4583420.02542216)",1334.33646724,2,0
462062,2014,1,2,2,la Nova Esquerra de l'Eixample,Eixample,Private room,1,1,1,59,49,12,1,2025-01-18,4.92,4.95,4.91,4.81,4.7,"c(429073.774897995, 4581123.23119992)",1334.33646724,2,1
469157,2011,2,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,2,2,3,143,365,255,6,2025-02-15,3.88,4.9,4.85,4.73,4.32,"c(431285.685810204, 4581318.89521423)",1316.17983204,1,1
144471,2011,1,2,2,Sant Antoni,Eixample,Private room,1,1,1,67,6,0,0,2023-03-08,4.56,4.29,4.5,4.64,4.11,"c(429644.149256795, 4581493.417516)",1334.33646724,2,0
147275,2011,2,2,2,el Guinardó,Horta-Guinardó,Private room,1,1,1,16,1,62,1,2024-08-11,4.19,4.73,4.54,4.58,4.36,"c(431053.449185708, 4586085.34635523)",850.437775277,3,1
153376,2011,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Private room,1,1,0,52,63,60,1,2024-09-08,4.87,5,4.96,4.96,4.87,"c(431175.176689467, 4582053.8085003)",1316.17983204,1,1
162091,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,2,3,6,339,244,42,7,2024-12-08,4.61,4.77,4.73,4.93,4.55,"c(431001.231300224, 4584201.68090927)",1334.33646724,2,1
163448,2011,2,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,2,3,7,194,1,0,0,2014-10-30,4.67,4.78,5,5,4.44,"c(431348.17888571, 4582177.66230715)",1316.17983204,1,0
171646,2011,2,2,2,el Clot,Sant Martí,Entire home/apt,1,2,2,139,83,162,30,2025-02-09,4.8,4.9,4.96,4.84,4.61,"c(431956.918968637, 4584227.05518194)",474.370862243,3,1
171816,2011,2,2,2,el Clot,Sant Martí,Entire home/apt,1,2,2,139,84,114,17,2025-02-20,4.7,4.93,4.95,4.83,4.62,"c(431924.425785884, 4584238.46348703)",474.370862243,3,1
174382,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,1,3,6,373,209,72,13,2024-12-22,4.55,4.6,4.68,4.83,4.43,"c(431006.383867322, 4584216.06556363)",1334.33646724,2,1
469177,2011,2,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,2,4,4,189,241,255,47,2025-02-10,4.56,4.64,4.71,4.77,4.58,"c(429763.842708107, 4580728.37851279)",1316.17983204,1,1
469710,2012,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,2,137,102,234,31,2025-02-20,4.71,4.83,4.84,4.9,4.52,"c(430523.511461285, 4583060.87463672)",1316.17983204,1,1
472062,2012,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,1,2,3,288,311,255,33,2025-02-20,4.94,4.94,4.98,4.98,4.76,"c(429849.005580586, 4583304.53439243)",1316.17983204,1,1
473395,2012,2,2,2,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Entire home/apt,2,2,3,293,0,96,17,2025-02-17,4.87,4.95,4.98,4.83,4.66,"c(429189.97710256, 4583365.35234165)",1334.33646724,2,1
473459,2012,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,2,2,3,260,270,255,35,2025-01-23,4.9,4.93,4.93,4.86,4.73,"c(429178.574045065, 4583402.1368435)",1316.17983204,1,1
477256,2012,2,2,2,el Parc i la Llacuna del Poblenou,Sant Martí,Private room,1,1,1,67,355,255,39,2025-03-08,4.55,4.82,4.89,4.69,4.7,"c(432851.922491003, 4583749.04972734)",1334.33646724,2,1
480975,2012,1,2,2,el Poble Sec,Sants-Montjuïc,Private room,NA,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,"c(430233.391649405, 4580419.62558963)",1316.17983204,1,0
481739,2012,1,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,1,1,2,174,276,210,32,2025-03-04,4.73,4.79,4.87,4.95,4.56,"c(430324.984173241, 4583160.04306733)",1316.17983204,1,1
482801,2024,0,1,2,Sants,Sants-Montjuïc,Private room,1,1,1,20,47,0,1,2024-01-03,4.23,4.61,4.74,4.39,4.39,"c(427424.019345169, 4580582.6647681)",1334.33646724,2,1
188267,2011,1,2,1,la Dreta de l'Eixample,Eixample,Entire home/apt,2,3,4,309,329,66,14,2024-11-17,4.83,4.84,4.79,4.81,4.49,"c(431189.763684734, 4582665.47008051)",1316.17983204,1,1
190348,2011,1,2,2,Pedralbes,Les Corts,Private room,NA,NA,NA,NA,0,0,0,2016-06-09,5,4,5,5,5,"c(426797.414998736, 4582303.26659625)",1092.73224987,3,0
196021,2011,1,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,1,4,3,NA,245,255,58,2025-02-23,4.92,4.99,4.96,4.93,4.9,"c(429861.041924649, 4582216.33339923)",1316.17983204,1,1
196196,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,2,4,7,339,234,204,36,2025-01-02,4.63,4.66,4.7,4.88,4.49,"c(431009.801269779, 4584223.80502168)",1334.33646724,2,1
197267,2011,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,1,1,3,NA,24,255,7,2024-12-20,4.71,4.84,4.82,4.71,4.51,"c(429050.609937154, 4584243.84926849)",1316.17983204,1,1
485222,2012,1,2,2,Sants - Badal,Sants-Montjuïc,Private room,1,3,2,50,72,62,2,2024-04-04,4.62,4.88,4.96,4.88,4.73,"c(427087.147974124, 4581099.00245937)",272.562045197,3,1
487233,2013,1,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,1,1,1,186,108,255,46,2025-02-16,4.95,4.96,4.98,4.83,4.85,"c(430206.801811412, 4580437.64611045)",1316.17983204,1,1
490517,2012,1,2,2,el Camp d'en Grassot i Gràcia Nova,Gràcia,Entire home/apt,1,2,3,128,248,126,25,2024-11-17,4.28,4.51,4.72,4.74,4.06,"c(430547.998377202, 4583922.89038434)",1334.33646724,2,1
490803,2012,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,2,3,NA,0,156,21,2025-02-24,4.28,4.72,4.78,4.86,4.36,"c(430754.055360678, 4583878.72588609)",1334.33646724,2,1
493122,2012,2,2,2,el Parc i la Llacuna del Poblenou,Sant Martí,Private room,2,1,1,54,328,255,36,2025-03-09,4.49,4.82,4.8,4.66,4.62,"c(432647.05687221, 4583653.24748013)",1334.33646724,2,1
498416,2011,1,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,1,1,2,33,211,64,1,2024-06-30,4.08,4.83,4.58,4.83,4.08,"c(430732.074644226, 4581667.24379762)",1316.17983204,1,1
502436,2012,2,2,2,el Barri Gòtic,Ciutat Vella,Entire home/apt,2,2,2,120,365,64,1,2024-07-29,4.63,4.88,5,5,4.75,"c(431154.209448656, 4581211.3353129)",1316.17983204,1,1
503765,2012,2,2,2,la Dreta de l'Eixample,Eixample,Entire home/apt,2,2,2,179,164,255,41,2025-02-26,4.85,4.86,4.95,4.96,4.81,"c(430755.71870533, 4583265.83064333)",1316.17983204,1,1
198958,2011,1,2,2,Diagonal Mar i el Front Marítim del Poblenou,Sant Martí,Entire home/apt,2,4,6,395,78,120,21,2025-01-03,4.57,4.75,4.88,4.83,4.67,"c(434378.008869854, 4584353.48377404)",1334.33646724,2,1
206122,2011,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,1,2,2,156,184,255,49,2025-03-02,4.79,4.78,4.83,4.9,4.72,"c(429687.425147243, 4583367.16736974)",1316.17983204,1,1
206167,2011,2,2,2,el Poble Sec,Sants-Montjuïc,Entire home/apt,1,1,1,141,60,144,24,2025-01-04,4.87,4.95,4.99,4.89,4.8,"c(430154.92067518, 4580434.81496316)",1316.17983204,1,1
209673,2011,2,2,2,la Vila de Gràcia,Gràcia,Entire home/apt,1,2,3,138,1,156,31,2025-02-25,4.76,4.97,4.98,4.92,4.76,"c(429388.161937824, 4583284.58650616)",1316.17983204,1,1
223096,2011,1,2,2,Sants,Sants-Montjuïc,Entire home/apt,1,2,3,NA,0,0,0,2023-10-02,4.59,4.88,4.9,4.62,4.76,"c(428003.714429589, 4580593.53812912)",1334.33646724,2,0
504657,2011,1,2,2,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Entire home/apt,1,3,4,151,1,6,1,2024-06-10,5,5,5,4.75,4.25,"c(431452.324613078, 4581784.74609382)",1316.17983204,1,1
507667,2012,1,2,1,el Fort Pienc,Eixample,Private room,2,1,1,59,68,0,0,2020-03-01,4.91,4.97,4.97,4.91,4.92,"c(431634.91552156, 4583234.16199179)",1334.33646724,2,0
508212,2012,2,2,2,l'Antiga Esquerra de l'Eixample,Eixample,Entire home/apt,1,2,2,179,26,255,44,2025-02-26,4.85,4.96,4.97,4.95,4.75,"c(429591.925111091, 4582573.12647671)",1316.17983204,1,1
510923,2012,2,2,2,el Congrés i els Indians,Sant Andreu,Entire home/apt,2,3,3,170,1,70,6,2024-07-16,4.86,4.94,4.91,4.54,4.69,"c(431518.049933753, 4585992.11111768)",1081.44121605,3,1
511739,2011,1,2,2,la Sagrada Família,Eixample,Entire home/apt,1,2,5,185,365,0,0,2023-10-26,4.57,4.57,4.71,4.71,3.71,"c(430867.206142232, 4583909.843072)",1334.33646724,2,0
512368,2012,1,2,2,el Raval,Ciutat Vella,Private room,2,2,1,19,15,124,3,2024-11-30,4.79,4.84,4.76,4.84,4.82,"c(430677.751467379, 4580796.18976749)",1316.17983204,1,1
512666,2011,2,2,2,el Raval,Ciutat Vella,Entire home/apt,1,2,6,202,271,36,3,2025-02-10,4.61,4.85,4.92,4.51,4.46,"c(430368.902019583, 4581031.19989908)",1316.17983204,1,1
512737,2011,2,2,2,el Raval,Ciutat Vella,Entire home/apt,1,2,3,125,258,48,6,2024-09-21,4.71,4.9,4.93,4.73,4.63,"c(430312.879789307, 4580945.13608492)",1316.17983204,1,1
234375,2011,2,2,2,el Fort Pienc,Eixample,Entire home/apt,1,1,2,193,224,255,28,2025-02-10,4.73,4.81,4.88,4.84,4.45,"c(431027.404409062, 4583457.55672875)",1334.33646724,2,1
238703,2011,2,2,2,la Sagrada Família,Eixample,Entire home/apt,2,4,7,339,239,102,18,2024-12-27,4.5,4.44,4.67,4.9,4.43,"c(431010.563055836, 4584216.02574011)",1334.33646724,2,1
